                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.0145,                0.59934,                 0.8349,                0.88396,                0.78622,                0.85804,                0.58264,                0.91491,                0.55765,                 0.8266,              0.0092575,              0.0092575,              0.0092575
                     17,                 1.0266,                0.59868,                0.83847,                0.88411,                0.79818,                0.86946,                0.58705,                 0.9037,                0.53421,                0.82403,               0.009208,               0.009208,               0.009208
                     18,                0.99933,                0.58883,                0.83318,                0.88204,                0.80443,                0.87423,                0.59034,                0.91676,                0.52941,                0.82507,              0.0091585,              0.0091585,              0.0091585
                     19,                 1.0033,                0.58202,                0.83651,                0.88453,                0.80075,                0.87051,                0.59772,                 0.8894,                0.52314,                0.81986,               0.009109,               0.009109,               0.009109
                     20,                0.99672,                0.58185,                0.83522,                0.89319,                0.80822,                0.87563,                0.59935,                0.88871,                 0.5123,                 0.8237,              0.0090595,              0.0090595,              0.0090595
                     21,                0.98394,                0.57169,                0.83378,                0.87483,                0.80579,                0.86966,                0.60115,                0.86981,                0.55214,                0.81938,                0.00901,                0.00901,                0.00901
                     22,                0.99555,                0.57015,                0.83512,                0.88239,                0.80787,                0.87453,                0.60554,                0.87952,                0.50994,                0.82038,              0.0089605,              0.0089605,              0.0089605
                     23,                0.96088,                0.55472,                0.83197,                0.88898,                0.80699,                0.87876,                0.61106,                0.85843,                0.49581,                0.81965,               0.008911,               0.008911,               0.008911
                     24,                0.98349,                0.57169,                0.83359,                0.89759,                0.81413,                0.88858,                0.62408,                0.85329,                 0.4942,                0.81679,              0.0088615,              0.0088615,              0.0088615
                     25,                 0.9747,                0.56289,                0.82911,                0.89437,                0.82532,                 0.8902,                0.61847,                0.85285,                0.48468,                0.81776,               0.008812,               0.008812,               0.008812
                     26,                0.96742,                0.55987,                0.83032,                0.89687,                0.82317,                0.88683,                0.61374,                0.84897,                0.48358,                0.81622,              0.0087625,              0.0087625,              0.0087625
                     27,                0.95816,                0.54592,                 0.8282,                0.88339,                 0.8267,                0.88965,                0.61857,                0.85021,                0.49433,                 0.8158,               0.008713,               0.008713,               0.008713
                     28,                0.96334,                0.55076,                 0.8296,                0.89845,                0.82745,                0.89109,                0.62379,                0.83638,                0.47202,                0.81664,              0.0086635,              0.0086635,              0.0086635
                     29,                0.95906,                0.54521,                0.83087,                0.89492,                0.82415,                0.89362,                0.61998,                0.84213,                0.47153,                0.81592,               0.008614,               0.008614,               0.008614
                     30,                0.96483,                0.55557,                0.83027,                0.89649,                0.82745,                0.89311,                 0.6225,                0.84097,                0.47645,                0.81521,              0.0085645,              0.0085645,              0.0085645
                     31,                 0.9401,                0.53724,                0.82962,                0.89847,                0.82807,                0.89552,                0.62956,                0.82911,                0.46804,                0.81414,               0.008515,               0.008515,               0.008515
                     32,                0.95324,                  0.543,                 0.8298,                 0.8915,                0.83539,                0.89751,                0.62688,                0.83358,                0.46306,                0.81435,              0.0084655,              0.0084655,              0.0084655
                     33,                 0.9484,                0.53958,                  0.826,                0.89741,                0.83257,                0.90073,                0.63694,                0.81825,                0.45842,                0.81281,               0.008416,               0.008416,               0.008416
                     34,                 0.9356,                0.53511,                0.82755,                0.89217,                0.83636,                0.89912,                0.63389,                 0.8226,                0.45451,                0.81354,              0.0083665,              0.0083665,              0.0083665
                     35,                0.93455,                0.52866,                0.82751,                 0.8936,                0.84011,                0.90267,                0.64013,                0.81626,                0.44788,                0.81227,               0.008317,               0.008317,               0.008317
                     36,                0.92877,                0.52681,                0.82461,                0.89638,                0.83548,                0.90121,                 0.6341,                0.81524,                 0.4574,                0.81197,              0.0082675,              0.0082675,              0.0082675
                     37,                 0.9339,                0.52902,                0.82756,                0.89864,                0.83945,                0.90575,                0.64324,                0.80831,                0.44544,                0.81076,               0.008218,               0.008218,               0.008218
                     38,                0.92904,                0.52832,                0.82645,                0.89802,                0.83257,                0.90393,                 0.6471,                0.80646,                0.44605,                0.81176,              0.0081685,              0.0081685,              0.0081685
                     39,                0.93437,                0.52207,                 0.8264,                0.90191,                0.84201,                0.90643,                0.63752,                0.81008,                 0.4413,                 0.8114,               0.008119,               0.008119,               0.008119
                     40,                0.92375,                0.52371,                0.82367,                0.89473,                0.84352,                0.90561,                0.63991,                0.80519,                0.44298,                0.81096,              0.0080695,              0.0080695,              0.0080695
                     41,                0.92817,                0.52338,                0.82753,                0.89524,                0.84133,                0.90355,                0.64128,                0.80733,                0.44451,                0.81132,                0.00802,                0.00802,                0.00802
                     42,                0.92572,                0.52031,                0.82424,                0.90325,                0.83971,                0.90975,                0.65421,                0.79266,                 0.4318,                0.81041,              0.0079705,              0.0079705,              0.0079705
                     43,                 0.9162,                0.51297,                0.82484,                0.90398,                0.84457,                0.90897,                0.65411,                0.79408,                0.43205,                0.80997,               0.007921,               0.007921,               0.007921
                     44,                0.91832,                0.52101,                 0.8244,                 0.8981,                 0.8503,                0.91127,                0.65206,                0.79367,                0.43071,                0.80893,              0.0078715,              0.0078715,              0.0078715
                     45,                0.91214,                0.51474,                0.82617,                0.90417,                0.84476,                0.90995,                0.65141,                  0.787,                0.42951,                0.80898,               0.007822,               0.007822,               0.007822
                     46,                0.90336,                0.50563,                0.82323,                0.90353,                0.85014,                0.91151,                0.65648,                0.78301,                0.42553,                 0.8082,              0.0077725,              0.0077725,              0.0077725
                     47,                0.89481,                0.50648,                0.82117,                0.90125,                0.84934,                0.91266,                0.65635,                0.78874,                0.42641,                0.80848,               0.007723,               0.007723,               0.007723
                     48,                0.90666,                0.51003,                0.82389,                0.90164,                0.85489,                0.91661,                0.65968,                0.78002,                0.42087,                0.80785,              0.0076735,              0.0076735,              0.0076735
                     49,                0.90453,                0.50574,                0.82384,                0.90481,                0.85272,                0.91435,                0.65918,                0.78128,                0.42264,                0.80681,               0.007624,               0.007624,               0.007624
                     50,                0.90228,                0.50609,                0.82264,                 0.9017,                0.85528,                0.91575,                0.66286,                0.77366,                0.41608,                0.80767,              0.0075745,              0.0075745,              0.0075745
                     51,                0.90539,                0.50836,                0.82215,                0.89595,                0.85771,                0.91555,                0.66316,                0.77591,                0.41716,                0.80805,               0.007525,               0.007525,               0.007525
                     52,                0.89427,                0.50272,                0.82096,                0.90132,                0.85405,                0.91626,                0.65993,                0.77499,                0.41486,                0.80698,              0.0074755,              0.0074755,              0.0074755
                     53,                0.89663,                0.50679,                0.82266,                0.90497,                0.85436,                0.91792,                0.66378,                0.76995,                0.41291,                0.80669,               0.007426,               0.007426,               0.007426
                     54,                0.88733,                  0.496,                0.81947,                0.90251,                0.85445,                0.91601,                0.66296,                0.77007,                 0.4134,                0.80612,              0.0073765,              0.0073765,              0.0073765
                     55,                0.89319,                0.50156,                0.82037,                0.90654,                0.85309,                0.91976,                 0.6698,                0.76518,                0.41083,                0.80529,               0.007327,               0.007327,               0.007327
                     56,                0.90149,                0.50419,                0.82302,                0.89786,                 0.8608,                0.91914,                 0.6668,                0.76466,                0.41141,                0.80557,              0.0072775,              0.0072775,              0.0072775
                     57,                0.89186,                0.49448,                0.82081,                 0.9021,                0.85839,                0.91918,                0.67093,                0.76387,                0.40925,                0.80549,               0.007228,               0.007228,               0.007228
                     58,                0.88864,                0.50149,                0.81915,                0.90573,                0.85518,                0.91875,                0.66889,                0.76209,                 0.4091,                 0.8054,              0.0071785,              0.0071785,              0.0071785
                     59,                0.88537,                0.49322,                0.81794,                0.90177,                  0.857,                0.91862,                 0.6693,                0.76279,                0.40837,                0.80529,               0.007129,               0.007129,               0.007129
                     60,                0.88334,                0.48932,                0.81977,                0.90326,                0.85939,                0.92074,                0.67085,                0.76275,                0.40481,                0.80561,              0.0070795,              0.0070795,              0.0070795
                     61,                0.88622,                0.49065,                0.82064,                 0.9064,                0.85886,                 0.9206,                0.67088,                0.75614,                0.40437,                0.80484,                0.00703,                0.00703,                0.00703
                     62,                0.88472,                 0.4905,                0.81976,                0.90028,                0.86092,                  0.921,                0.67526,                 0.7536,                0.40122,                0.80451,              0.0069805,              0.0069805,              0.0069805
                     63,                0.88319,                0.48847,                0.81991,                 0.8978,                 0.8645,                0.92155,                0.67279,                0.75289,                0.40026,                0.80465,               0.006931,               0.006931,               0.006931
                     64,                0.87977,                0.48789,                0.82115,                0.90113,                0.86348,                0.92275,                0.67431,                0.75214,                0.39903,                0.80453,              0.0068815,              0.0068815,              0.0068815
                     65,                0.88001,                0.48879,                0.82128,                0.91414,                0.85278,                 0.9232,                0.67399,                 0.7501,                 0.3977,                 0.8038,               0.006832,               0.006832,               0.006832
                     66,                0.87227,                0.48351,                0.82033,                0.90795,                0.85983,                0.92287,                0.67511,                 0.7499,                  0.398,                0.80349,              0.0067825,              0.0067825,              0.0067825
                     67,                0.87503,                0.48912,                0.81818,                0.91085,                0.85895,                0.92368,                0.67389,                0.75058,                0.39741,                0.80351,               0.006733,               0.006733,               0.006733
                     68,                 0.8672,                0.47769,                0.81831,                0.90736,                0.86089,                0.92441,                0.67636,                0.74698,                0.39498,                0.80323,              0.0066835,              0.0066835,              0.0066835
                     69,                0.86802,                0.48168,                0.81907,                0.90678,                0.86362,                0.92385,                0.67682,                 0.7466,                0.39474,                0.80334,               0.006634,               0.006634,               0.006634
                     70,                0.87156,                0.48145,                0.81904,                0.90815,                0.86512,                0.92516,                0.67892,                0.74396,                 0.3934,                0.80288,              0.0065845,              0.0065845,              0.0065845
                     71,                0.85899,                0.47491,                0.81719,                0.90421,                0.86609,                0.92474,                0.67811,                 0.7434,                0.39169,                0.80269,               0.006535,               0.006535,               0.006535
                     72,                0.87334,                0.48294,                0.81965,                0.90441,                0.86733,                0.92467,                0.67884,                0.74201,                0.39083,                0.80255,              0.0064855,              0.0064855,              0.0064855
                     73,                0.86855,                0.47667,                0.81915,                  0.906,                0.86635,                0.92515,                0.67911,                 0.7413,                0.39068,                0.80251,               0.006436,               0.006436,               0.006436
                     74,                0.85937,                0.46973,                0.81798,                0.90575,                0.86558,                0.92529,                0.67955,                 0.7407,                0.39078,                0.80258,              0.0063865,              0.0063865,              0.0063865
                     75,                0.86149,                0.47276,                0.81798,                0.90438,                0.86775,                0.92462,                0.67945,                0.74048,                0.39055,                 0.8025,               0.006337,               0.006337,               0.006337
                     76,                0.86286,                0.47373,                0.81552,                0.90518,                0.86826,                0.92535,                0.68093,                0.73856,                0.38975,                 0.8024,              0.0062875,              0.0062875,              0.0062875
                     77,                 0.8655,                0.47395,                0.81596,                0.91026,                0.86439,                0.92617,                0.68142,                 0.7367,                0.38862,                 0.8022,               0.006238,               0.006238,               0.006238
                     78,                0.85497,                0.47393,                0.81807,                0.90653,                0.86758,                0.92566,                0.68103,                0.73554,                0.38823,                0.80205,              0.0061885,              0.0061885,              0.0061885
                     79,                  0.854,                0.46983,                0.81543,                0.91156,                0.86327,                0.92605,                0.68229,                0.73502,                0.38783,                  0.802,               0.006139,               0.006139,               0.006139
                     80,                0.85709,                0.47315,                0.81758,                 0.9119,                0.86433,                0.92643,                0.68322,                 0.7349,                0.38694,                0.80194,              0.0060895,              0.0060895,              0.0060895
                     81,                0.84869,                0.46488,                0.81666,                0.91174,                0.86571,                0.92691,                0.68313,                0.73407,                0.38634,                0.80183,                0.00604,                0.00604,                0.00604
                     82,                0.85058,                0.46737,                0.81627,                0.90994,                0.86777,                 0.9279,                0.68395,                0.73315,                0.38565,                0.80163,              0.0059905,              0.0059905,              0.0059905
                     83,                0.84966,                 0.4633,                0.81772,                0.90823,                0.86865,                0.92746,                0.68441,                0.73255,                0.38584,                0.80154,               0.005941,               0.005941,               0.005941
                     84,                0.84687,                0.46492,                0.81461,                0.90984,                0.86733,                0.92731,                0.68426,                0.73093,                 0.3847,                0.80145,              0.0058915,              0.0058915,              0.0058915
                     85,                0.85428,                0.46966,                0.81554,                0.90866,                0.86967,                0.92814,                 0.6858,                0.73024,                0.38388,                0.80149,               0.005842,               0.005842,               0.005842
                     86,                 0.8449,                0.46513,                0.81537,                0.91126,                0.86596,                0.92803,                  0.687,                0.72947,                 0.3836,                0.80128,              0.0057925,              0.0057925,              0.0057925
                     87,                0.84626,                0.46537,                0.81513,                0.90741,                 0.8698,                0.92819,                0.68724,                0.72853,                0.38237,                 0.8011,               0.005743,               0.005743,               0.005743
                     88,                0.85573,                0.46453,                0.81737,                 0.9082,                0.87009,                0.92846,                0.68785,                0.72807,                0.38208,                0.80103,              0.0056935,              0.0056935,              0.0056935
                     89,                 0.8453,                0.45915,                0.81284,                0.90633,                0.87209,                0.92932,                0.68833,                0.72726,                0.38188,                0.80099,               0.005644,               0.005644,               0.005644
                     90,                0.83766,                0.45661,                0.81577,                0.90538,                 0.8735,                 0.9294,                0.68834,                0.72658,                0.38113,                0.80083,              0.0055945,              0.0055945,              0.0055945
                     91,                0.83599,                0.45141,                0.81375,                0.90693,                  0.872,                0.92972,                0.68917,                0.72539,                0.38035,                0.80072,               0.005545,               0.005545,               0.005545
                     92,                0.83473,                0.45568,                0.81196,                0.90927,                0.87006,                0.92955,                0.68965,                0.72444,                0.37985,                0.80058,              0.0054955,              0.0054955,              0.0054955
                     93,                0.83756,                0.45246,                0.81411,                 0.9083,                0.87068,                0.92977,                0.69005,                0.72384,                0.37859,                0.80047,               0.005446,               0.005446,               0.005446
                     94,                0.83935,                0.45367,                0.81359,                0.90771,                0.87105,                0.93017,                0.69032,                0.72302,                0.37869,                0.80033,              0.0053965,              0.0053965,              0.0053965
                     95,                0.82164,                0.44652,                0.81346,                 0.9072,                0.87235,                 0.9299,                0.69002,                0.72217,                0.37832,                0.80015,               0.005347,               0.005347,               0.005347
                     96,                0.84804,                0.45581,                0.81417,                0.90789,                0.87293,                0.93008,                0.69044,                0.72153,                0.37786,                0.80004,              0.0052975,              0.0052975,              0.0052975
                     97,                 0.8401,                0.45308,                0.81389,                0.90762,                0.87367,                 0.9302,                0.69034,                0.72085,                0.37767,                0.79992,               0.005248,               0.005248,               0.005248
                     98,                0.83572,                0.45158,                0.81451,                0.90764,                0.87296,                0.93004,                0.69037,                0.72028,                0.37747,                0.79988,              0.0051985,              0.0051985,              0.0051985
                     99,                0.84093,                0.45606,                0.81374,                0.90857,                0.87225,                0.93024,                0.68985,                0.71985,                0.37712,                0.79977,               0.005149,               0.005149,               0.005149
                    100,                0.83645,                0.45218,                0.81282,                0.91033,                0.87121,                0.93043,                0.69022,                0.71949,                0.37704,                0.79967,              0.0050995,              0.0050995,              0.0050995
                    101,                0.82605,                0.44478,                0.81294,                0.91044,                  0.872,                0.93071,                0.69143,                0.71859,                0.37633,                0.79961,                0.00505,                0.00505,                0.00505
                    102,                0.82493,                0.44445,                0.81269,                0.91171,                0.87171,                0.93119,                0.69137,                0.71852,                0.37616,                0.79952,              0.0050005,              0.0050005,              0.0050005
                    103,                0.82539,                 0.4469,                0.81254,                0.91013,                0.87277,                0.93133,                0.69191,                0.71791,                0.37573,                0.79946,               0.004951,               0.004951,               0.004951
                    104,                0.82403,                0.44504,                0.81114,                0.91015,                0.87394,                0.93116,                0.69162,                0.71723,                0.37539,                0.79938,              0.0049015,              0.0049015,              0.0049015
                    105,                0.81534,                0.43662,                0.81333,                0.90988,                0.87458,                0.93121,                 0.6921,                0.71663,                0.37497,                0.79935,               0.004852,               0.004852,               0.004852
                    106,                0.82707,                0.44786,                0.81289,                0.90938,                0.87518,                0.93118,                0.69241,                0.71607,                0.37457,                0.79932,              0.0048025,              0.0048025,              0.0048025
                    107,                0.82032,                0.44126,                0.81306,                0.91007,                0.87535,                0.93109,                0.69254,                0.71567,                0.37399,                0.79924,               0.004753,               0.004753,               0.004753
                    108,                0.82327,                0.43801,                0.81404,                0.91056,                0.87509,                0.93124,                0.69244,                0.71544,                0.37397,                0.79923,              0.0047035,              0.0047035,              0.0047035
                    109,                 0.8219,                0.44373,                 0.8124,                0.91083,                0.87544,                0.93159,                0.69313,                0.71496,                0.37373,                0.79915,               0.004654,               0.004654,               0.004654
                    110,                0.81884,                0.44104,                0.80966,                0.91028,                0.87532,                0.93125,                0.69354,                0.71453,                 0.3734,                0.79902,              0.0046045,              0.0046045,              0.0046045
                    111,                0.81322,                0.43888,                0.81326,                0.91036,                 0.8753,                0.93153,                0.69344,                0.71413,                0.37316,                0.79896,               0.004555,               0.004555,               0.004555
                    112,                0.81438,                0.43955,                0.81423,                0.91039,                0.87624,                  0.932,                0.69401,                0.71388,                 0.3726,                0.79887,              0.0045055,              0.0045055,              0.0045055
                    113,                0.81669,                0.43717,                0.80835,                0.91043,                0.87603,                0.93209,                0.69427,                0.71345,                0.37257,                0.79876,               0.004456,               0.004456,               0.004456
                    114,                0.81135,                 0.4361,                0.80989,                0.91013,                0.87638,                0.93198,                0.69435,                0.71311,                0.37222,                0.79876,              0.0044065,              0.0044065,              0.0044065
                    115,                0.81167,                0.43486,                0.81334,                0.91038,                0.87644,                0.93202,                0.69502,                0.71242,                0.37232,                0.79867,               0.004357,               0.004357,               0.004357
                    116,                0.81063,                0.43428,                0.80892,                0.91098,                0.87526,                0.93203,                0.69506,                0.71216,                0.37193,                0.79863,              0.0043075,              0.0043075,              0.0043075
                    117,                0.81013,                0.43132,                0.81188,                0.91177,                0.87516,                0.93203,                0.69555,                0.71157,                 0.3721,                0.79855,               0.004258,               0.004258,               0.004258
                    118,                0.81292,                0.43395,                 0.8107,                0.91213,                0.87562,                0.93241,                0.69582,                0.71123,                0.37162,                0.79853,              0.0042085,              0.0042085,              0.0042085
                    119,                0.81273,                0.43139,                0.81004,                0.91169,                0.87562,                0.93229,                0.69594,                0.71102,                 0.3716,                0.79846,               0.004159,               0.004159,               0.004159
                    120,                0.80566,                0.43093,                 0.8098,                0.91201,                0.87592,                0.93231,                 0.6963,                0.71032,                0.37136,                0.79839,              0.0041095,              0.0041095,              0.0041095
                    121,                0.81118,                0.43316,                0.80922,                0.91063,                0.87712,                0.93235,                0.69627,                0.70975,                0.37106,                0.79835,                0.00406,                0.00406,                0.00406
                    122,                0.80667,                0.43031,                0.80902,                0.90938,                0.87906,                0.93244,                0.69642,                0.70971,                0.37055,                 0.7983,              0.0040105,              0.0040105,              0.0040105
                    123,                0.80415,                0.42603,                0.81073,                0.90945,                0.87887,                0.93248,                0.69686,                 0.7092,                0.37077,                 0.7982,               0.003961,               0.003961,               0.003961
                    124,                0.79501,                0.42717,                0.80982,                0.90975,                0.87871,                0.93268,                0.69689,                0.70902,                0.37064,                0.79816,              0.0039115,              0.0039115,              0.0039115
                    125,                0.80028,                0.42848,                0.81156,                0.91014,                0.87834,                0.93292,                0.69708,                0.70895,                0.37045,                0.79813,               0.003862,               0.003862,               0.003862
                    126,                 0.7902,                0.42076,                0.81058,                0.91047,                0.87827,                0.93305,                0.69712,                 0.7087,                 0.3705,                0.79804,              0.0038125,              0.0038125,              0.0038125
                    127,                0.79827,                0.42311,                0.80991,                0.91124,                0.87791,                0.93299,                0.69728,                0.70845,                0.37052,                0.79798,               0.003763,               0.003763,               0.003763
                    128,                0.80224,                0.42745,                0.81105,                0.91124,                0.87818,                0.93271,                0.69757,                0.70807,                0.37022,                0.79795,              0.0037135,              0.0037135,              0.0037135
                    129,                0.79676,                0.42096,                 0.8072,                0.91121,                0.87815,                0.93289,                0.69739,                0.70804,                0.37036,                0.79793,               0.003664,               0.003664,               0.003664
                    130,                0.80032,                0.42516,                0.80852,                0.91162,                0.87806,                0.93332,                 0.6978,                0.70771,                0.37019,                 0.7979,              0.0036145,              0.0036145,              0.0036145
                    131,                0.78697,                0.41628,                0.80986,                0.91171,                0.87782,                 0.9333,                0.69767,                0.70776,                0.37023,                0.79778,               0.003565,               0.003565,               0.003565
                    132,                0.78246,                0.41131,                0.80633,                0.91134,                0.87871,                0.93351,                0.69819,                0.70735,                0.37015,                0.79775,              0.0035155,              0.0035155,              0.0035155
                    133,                0.79725,                0.41727,                0.80638,                0.91174,                0.87826,                0.93338,                0.69789,                0.70709,                0.37025,                0.79771,               0.003466,               0.003466,               0.003466
                    134,                0.78657,                0.41705,                 0.8073,                0.91176,                0.87853,                 0.9335,                0.69782,                0.70693,                0.36995,                0.79767,              0.0034165,              0.0034165,              0.0034165
                    135,                0.78549,                0.41671,                0.80759,                0.91202,                0.87888,                0.93368,                0.69879,                0.70652,                0.36974,                0.79764,               0.003367,               0.003367,               0.003367
                    136,                0.78952,                0.41622,                 0.8085,                0.91249,                0.87843,                0.93372,                0.69918,                0.70583,                0.36943,                 0.7975,              0.0033175,              0.0033175,              0.0033175
                    137,                0.78241,                0.40964,                 0.8079,                0.91271,                0.87815,                0.93389,                0.69934,                0.70546,                0.36922,                0.79749,               0.003268,               0.003268,               0.003268
                    138,                0.77177,                0.40621,                 0.8071,                0.91235,                0.87785,                0.93374,                 0.6994,                0.70484,                0.36871,                0.79743,              0.0032185,              0.0032185,              0.0032185
                    139,                0.78427,                0.41559,                0.80918,                0.91275,                0.87756,                0.93382,                0.69966,                0.70444,                0.36849,                0.79742,               0.003169,               0.003169,               0.003169
                    140,                0.78254,                0.41337,                0.80813,                0.91326,                0.87773,                0.93395,                0.69978,                0.70383,                0.36838,                0.79732,              0.0031195,              0.0031195,              0.0031195
                    141,                0.77302,                0.40697,                0.80827,                0.91351,                 0.8777,                0.93395,                0.70014,                0.70343,                0.36845,                0.79731,                0.00307,                0.00307,                0.00307
                    142,                0.78041,                0.40782,                 0.8076,                0.91368,                0.87738,                0.93407,                0.70069,                0.70297,                 0.3683,                0.79725,              0.0030205,              0.0030205,              0.0030205
                    143,                0.77262,                0.40681,                0.80805,                0.91377,                0.87738,                0.93407,                0.70071,                0.70277,                0.36883,                0.79722,               0.002971,               0.002971,               0.002971
                    144,                0.77913,                0.40852,                0.80647,                0.91477,                 0.8767,                 0.9339,                  0.701,                0.70243,                0.36889,                0.79717,              0.0029215,              0.0029215,              0.0029215
                    145,                0.77417,                0.40304,                0.80645,                0.91482,                0.87633,                0.93385,                0.70074,                0.70237,                0.36856,                0.79713,               0.002872,               0.002872,               0.002872
                    146,                0.76704,                0.40236,                0.80675,                0.91528,                0.87589,                0.93392,                0.70051,                0.70206,                0.36857,                0.79706,              0.0028225,              0.0028225,              0.0028225
                    147,                0.77353,                0.41022,                0.80732,                0.91511,                0.87606,                0.93402,                0.70087,                0.70192,                0.36803,                0.79701,               0.002773,               0.002773,               0.002773
                    148,                0.76619,                0.40127,                0.80715,                0.91531,                0.87606,                 0.9342,                0.70085,                0.70128,                 0.3683,                0.79694,              0.0027235,              0.0027235,              0.0027235
                    149,                0.76738,                 0.4011,                0.80469,                0.91539,                 0.8761,                0.93437,                0.70144,                0.70076,                0.36845,                0.79689,               0.002674,               0.002674,               0.002674
                    150,                 0.7652,                0.40282,                0.80569,                0.91635,                0.87579,                0.93452,                0.70146,                0.70041,                0.36799,                0.79683,              0.0026245,              0.0026245,              0.0026245
                    151,                0.76476,                0.39752,                0.80548,                0.91622,                0.87571,                0.93451,                0.70186,                0.70016,                0.36801,                 0.7968,               0.002575,               0.002575,               0.002575
                    152,                0.77454,                0.40371,                0.80734,                0.91546,                0.87687,                0.93477,                0.70204,                0.69979,                0.36764,                0.79674,              0.0025255,              0.0025255,              0.0025255
                    153,                0.76374,                0.39948,                0.80339,                0.91554,                0.87689,                0.93476,                0.70217,                0.69937,                0.36751,                0.79666,               0.002476,               0.002476,               0.002476
                    154,                0.75772,                0.39256,                0.80751,                0.91606,                0.87707,                0.93493,                0.70268,                0.69873,                0.36724,                0.79662,              0.0024265,              0.0024265,              0.0024265
                    155,                0.76269,                0.39892,                0.80419,                0.91561,                0.87729,                0.93525,                0.70271,                0.69855,                 0.3673,                0.79654,               0.002377,               0.002377,               0.002377
                    156,                0.76035,                0.39309,                0.80645,                0.91544,                0.87768,                0.93534,                0.70304,                0.69808,                0.36732,                0.79646,              0.0023275,              0.0023275,              0.0023275
                    157,                0.76694,                0.40266,                0.80572,                0.91524,                0.87922,                 0.9352,                0.70322,                0.69763,                0.36717,                0.79643,               0.002278,               0.002278,               0.002278
                    158,                0.75508,                0.39336,                0.80567,                0.91469,                0.87976,                0.93558,                0.70347,                0.69717,                0.36707,                0.79637,              0.0022285,              0.0022285,              0.0022285
                    159,                0.75596,                0.39474,                0.80314,                0.91509,                0.87936,                0.93561,                0.70367,                0.69642,                0.36711,                0.79632,               0.002179,               0.002179,               0.002179
                    160,                0.74416,                0.38444,                0.80547,                0.91328,                0.88073,                0.93556,                0.70367,                0.69595,                0.36677,                0.79623,              0.0021295,              0.0021295,              0.0021295
                    161,                0.75444,                0.39172,                0.80329,                 0.9136,                0.88065,                0.93557,                0.70405,                0.69556,                0.36684,                0.79618,                0.00208,                0.00208,                0.00208
                    162,                0.75535,                0.39038,                0.80359,                0.91385,                0.88053,                0.93591,                0.70424,                0.69536,                0.36669,                0.79612,              0.0020305,              0.0020305,              0.0020305
