                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                  2.033,                 1.0983,                 1.6866,                0.82691,                0.61481,                  0.701,                0.44967,                 2.6117,                 1.7826,                 1.7896,               0.009241,               0.009241,               0.009241
                     25,                 2.0309,                 1.0883,                 1.6887,                0.83706,                 0.6516,                0.74092,                0.47889,                 2.5928,                 1.6627,                 1.7673,               0.009208,               0.009208,               0.009208
                     26,                 2.0091,                 1.0829,                 1.6828,                0.83491,                0.65386,                0.73014,                0.47443,                 2.5533,                 1.6364,                 1.7596,               0.009175,               0.009175,               0.009175
                     27,                 2.0221,                 1.0815,                 1.6852,                0.84053,                0.65759,                0.74154,                0.47495,                 2.5705,                 1.5952,                 1.7719,               0.009142,               0.009142,               0.009142
                     28,                  1.985,                 1.0522,                 1.6824,                0.79933,                0.65824,                0.71587,                0.46457,                 2.5663,                 1.7415,                 1.7652,               0.009109,               0.009109,               0.009109
                     29,                 1.9592,                 1.0422,                 1.6784,                0.83271,                0.65338,                 0.7316,                 0.4714,                 2.5671,                 1.6796,                  1.758,               0.009076,               0.009076,               0.009076
                     30,                 1.9832,                 1.0582,                 1.6791,                0.83814,                 0.6436,                0.72973,                0.47265,                 2.5292,                 1.7062,                 1.7584,               0.009043,               0.009043,               0.009043
                     31,                 1.9295,                 1.0283,                 1.6674,                0.83195,                0.67007,                0.75048,                0.48916,                 2.5406,                 1.5548,                 1.7583,                0.00901,                0.00901,                0.00901
                     32,                 1.9186,                   1.02,                 1.6668,                0.82952,                 0.6631,                 0.7426,                0.48751,                 2.4821,                 1.6017,                 1.7446,               0.008977,               0.008977,               0.008977
                     33,                 1.9054,                 1.0051,                 1.6622,                0.84609,                0.66472,                0.74327,                0.48558,                 2.5516,                 1.5896,                 1.7699,               0.008944,               0.008944,               0.008944
                     34,                 1.9095,                 1.0182,                 1.6668,                0.84104,                0.66586,                0.74604,                0.48568,                 2.5181,                 1.6497,                 1.7601,               0.008911,               0.008911,               0.008911
                     35,                 1.9081,                 1.0029,                   1.67,                0.86579,                0.64917,                0.74798,                0.48858,                 2.5052,                 1.5356,                 1.7566,               0.008878,               0.008878,               0.008878
                     36,                 1.8905,                 1.0034,                 1.6598,                0.84892,                0.67817,                  0.749,                0.48584,                  2.535,                 1.5439,                 1.7584,               0.008845,               0.008845,               0.008845
                     37,                 1.8538,                0.98887,                 1.6602,                 0.8545,                 0.6806,                0.75759,                0.49357,                 2.5045,                 1.4915,                 1.7578,               0.008812,               0.008812,               0.008812
                     38,                 1.8821,                0.99444,                 1.6617,                0.84837,                0.67752,                0.75146,                0.49224,                 2.4814,                 1.5276,                 1.7409,               0.008779,               0.008779,               0.008779
                     39,                 1.8501,                0.97281,                 1.6551,                0.84967,                0.66715,                0.75499,                0.49521,                  2.521,                 1.5232,                 1.7611,               0.008746,               0.008746,               0.008746
                     40,                 1.8496,                0.97093,                 1.6645,                0.82735,                 0.6631,                0.74265,                0.48943,                 2.4987,                 1.6101,                 1.7514,               0.008713,               0.008713,               0.008713
                     41,                 1.8405,                0.96759,                  1.655,                0.85819,                0.67639,                 0.7621,                0.50904,                 2.4091,                 1.4866,                 1.7385,                0.00868,                0.00868,                0.00868
                     42,                 1.8279,                0.95509,                 1.6542,                0.84571,                 0.6853,                0.76115,                0.49851,                 2.4838,                 1.4858,                 1.7473,               0.008647,               0.008647,               0.008647
                     43,                 1.8056,                0.94144,                 1.6583,                0.85826,                0.67185,                0.75558,                0.49628,                 2.4568,                 1.5139,                 1.7459,               0.008614,               0.008614,               0.008614
                     44,                 1.8017,                0.94832,                 1.6568,                0.84849,                0.67882,                0.76211,                0.50359,                 2.4435,                 1.4665,                  1.744,               0.008581,               0.008581,               0.008581
                     45,                 1.7997,                0.95052,                 1.6507,                 0.8539,                0.67282,                 0.7595,                0.50171,                 2.4183,                 1.5159,                 1.7435,               0.008548,               0.008548,               0.008548
                     46,                  1.793,                0.95266,                 1.6497,                0.86392,                0.68076,                0.77214,                0.51652,                 2.4051,                   1.43,                 1.7388,               0.008515,               0.008515,               0.008515
                     47,                   1.78,                0.93889,                 1.6472,                0.85509,                 0.6712,                0.75876,                 0.5068,                  2.421,                 1.5385,                 1.7372,               0.008482,               0.008482,               0.008482
                     48,                 1.7605,                0.92537,                 1.6501,                0.85122,                0.68979,                0.76866,                0.50663,                 2.4387,                 1.4615,                 1.7574,               0.008449,               0.008449,               0.008449
                     49,                 1.7634,                0.92994,                 1.6482,                0.87139,                0.68838,                0.76988,                0.51136,                 2.4062,                 1.4263,                 1.7414,               0.008416,               0.008416,               0.008416
                     50,                 1.7411,                 0.9258,                 1.6483,                0.85397,                0.69097,                 0.7714,                0.51048,                   2.41,                 1.4458,                 1.7404,               0.008383,               0.008383,               0.008383
                     51,                 1.7521,                0.91792,                 1.6499,                0.85277,                0.68822,                0.77351,                0.51029,                 2.4189,                 1.4161,                 1.7394,                0.00835,                0.00835,                0.00835
                     52,                 1.7395,                 0.9141,                 1.6431,                0.85301,                0.69292,                0.77007,                0.51181,                 2.4093,                 1.4278,                 1.7365,               0.008317,               0.008317,               0.008317
                     53,                 1.7258,                0.90004,                 1.6393,                0.87236,                0.68224,                0.77419,                0.51429,                   2.41,                 1.4097,                 1.7382,               0.008284,               0.008284,               0.008284
                     54,                 1.7142,                0.90828,                 1.6391,                0.85437,                0.69065,                0.77385,                0.51458,                  2.404,                 1.4246,                 1.7416,               0.008251,               0.008251,               0.008251
                     55,                 1.7211,                0.90789,                 1.6416,                0.85037,                 0.6913,                0.76909,                0.51212,                 2.3969,                  1.458,                 1.7369,               0.008218,               0.008218,               0.008218
                     56,                  1.711,                0.90043,                 1.6453,                0.84952,                0.68352,                0.77297,                0.51507,                 2.4189,                 1.4403,                 1.7491,               0.008185,               0.008185,               0.008185
                     57,                 1.7207,                0.89889,                 1.6433,                0.86971,                0.68838,                0.77876,                0.51991,                 2.3948,                 1.4148,                 1.7425,               0.008152,               0.008152,               0.008152
                     58,                 1.6838,                0.89323,                 1.6385,                0.87559,                0.69259,                0.78084,                 0.5214,                 2.3897,                 1.3698,                 1.7411,               0.008119,               0.008119,               0.008119
                     59,                 1.6884,                0.89181,                 1.6385,                0.86045,                0.70443,                 0.7847,                0.52625,                 2.3623,                  1.356,                  1.738,               0.008086,               0.008086,               0.008086
                     60,                 1.6954,                0.88777,                 1.6402,                0.86765,                0.69551,                 0.7812,                0.52474,                 2.3579,                 1.3573,                 1.7326,               0.008053,               0.008053,               0.008053
                     61,                 1.6688,                0.87072,                 1.6341,                0.86001,                0.69875,                0.78223,                  0.519,                 2.4042,                 1.3926,                 1.7458,                0.00802,                0.00802,                0.00802
                     62,                  1.677,                0.87386,                  1.636,                0.86704,                0.69989,                0.78376,                0.52708,                 2.3514,                 1.3807,                 1.7292,               0.007987,               0.007987,               0.007987
                     63,                 1.6574,                0.87091,                 1.6349,                0.85831,                0.70167,                0.78268,                0.52378,                 2.3734,                 1.3695,                 1.7411,               0.007954,               0.007954,               0.007954
                     64,                   1.68,                0.87133,                 1.6386,                0.86338,                0.69845,                0.78038,                0.52303,                 2.3696,                 1.3778,                 1.7392,               0.007921,               0.007921,               0.007921
                     65,                  1.657,                0.86187,                 1.6325,                0.85786,                0.70313,                0.78383,                0.52313,                 2.3761,                 1.3664,                 1.7343,               0.007888,               0.007888,               0.007888
                     66,                 1.6466,                0.86474,                 1.6341,                0.87241,                0.69697,                0.78365,                0.52243,                 2.3697,                 1.3826,                 1.7383,               0.007855,               0.007855,               0.007855
                     67,                 1.6596,                0.86065,                 1.6356,                0.86039,                0.71074,                0.78676,                0.52971,                 2.3548,                  1.332,                 1.7367,               0.007822,               0.007822,               0.007822
                     68,                 1.6486,                0.85593,                 1.6336,                0.86224,                0.71203,                0.79037,                0.53026,                 2.3504,                 1.3517,                 1.7349,               0.007789,               0.007789,               0.007789
                     69,                 1.6387,                0.85962,                  1.634,                0.86078,                0.70438,                0.78817,                 0.5297,                 2.3285,                 1.3624,                  1.731,               0.007756,               0.007756,               0.007756
                     70,                   1.64,                0.85531,                 1.6319,                0.86145,                 0.7103,                0.79098,                 0.5302,                 2.3504,                 1.3485,                 1.7293,               0.007723,               0.007723,               0.007723
                     71,                 1.6258,                0.83867,                 1.6303,                0.87035,                0.70055,                0.78988,                 0.5328,                 2.3376,                 1.3703,                 1.7271,                0.00769,                0.00769,                0.00769
                     72,                 1.6091,                0.84605,                 1.6309,                0.87451,                0.70354,                0.78856,                0.53172,                 2.3302,                 1.3368,                 1.7274,               0.007657,               0.007657,               0.007657
                     73,                 1.6181,                0.84679,                 1.6304,                0.87211,                 0.7054,                0.79278,                0.53265,                 2.3289,                 1.3114,                 1.7323,               0.007624,               0.007624,               0.007624
                     74,                 1.6345,                0.85308,                  1.633,                0.86668,                 0.7101,                0.78981,                 0.5273,                 2.3578,                  1.373,                 1.7377,               0.007591,               0.007591,               0.007591
                     75,                 1.6297,                0.84998,                 1.6306,                0.86865,                0.71376,                0.79473,                0.53163,                 2.3477,                 1.3258,                 1.7365,               0.007558,               0.007558,               0.007558
                     76,                 1.6162,                0.84056,                 1.6273,                 0.8628,                0.71026,                0.79039,                0.52968,                 2.3445,                 1.3558,                  1.736,               0.007525,               0.007525,               0.007525
                     77,                 1.6004,                0.83321,                 1.6321,                0.87791,                  0.698,                0.79281,                0.53402,                 2.3187,                 1.3332,                 1.7291,               0.007492,               0.007492,               0.007492
                     78,                 1.5991,                0.83617,                 1.6301,                0.88315,                0.69318,                0.78899,                0.53156,                 2.3179,                 1.3386,                 1.7274,               0.007459,               0.007459,               0.007459
                     79,                 1.5919,                0.83598,                 1.6222,                0.86835,                0.70588,                0.79233,                0.53282,                   2.31,                 1.3324,                 1.7267,               0.007426,               0.007426,               0.007426
                     80,                 1.5987,                0.83374,                 1.6296,                0.86877,                0.71723,                0.79641,                0.53467,                 2.3195,                 1.3224,                  1.731,               0.007393,               0.007393,               0.007393
                     81,                  1.566,                0.81882,                 1.6268,                0.87821,                0.70734,                 0.7947,                 0.5359,                 2.3189,                 1.3196,                 1.7338,                0.00736,                0.00736,                0.00736
                     82,                 1.5672,                0.81893,                 1.6243,                 0.8695,                0.71431,                 0.7946,                0.53531,                 2.3154,                 1.3375,                 1.7311,               0.007327,               0.007327,               0.007327
                     83,                 1.5753,                0.82639,                 1.6268,                0.89158,                0.70227,                0.79761,                 0.5375,                 2.3174,                 1.3119,                 1.7295,               0.007294,               0.007294,               0.007294
                     84,                 1.5851,                0.82084,                 1.6222,                0.87894,                0.71074,                0.79782,                0.53788,                 2.3226,                 1.3064,                 1.7307,               0.007261,               0.007261,               0.007261
                     85,                 1.5786,                0.81657,                 1.6299,                0.87907,                 0.7103,                0.79771,                0.53854,                 2.3013,                 1.3155,                 1.7268,               0.007228,               0.007228,               0.007228
                     86,                 1.5668,                0.80945,                 1.6293,                0.87483,                 0.7148,                0.80044,                0.54122,                 2.3046,                 1.2904,                 1.7262,               0.007195,               0.007195,               0.007195
                     87,                 1.5694,                0.81676,                 1.6274,                0.87219,                0.71659,                0.80059,                0.54065,                 2.3022,                 1.2829,                 1.7279,               0.007162,               0.007162,               0.007162
                     88,                  1.551,                0.80384,                 1.6241,                0.88438,                0.71271,                0.80136,                0.54182,                 2.3057,                  1.273,                 1.7283,               0.007129,               0.007129,               0.007129
                     89,                 1.5621,                0.81285,                 1.6221,                0.87345,                0.71803,                0.80138,                0.54083,                 2.3008,                 1.2835,                 1.7274,               0.007096,               0.007096,               0.007096
                     90,                 1.5735,                0.81823,                 1.6281,                0.87208,                0.72419,                0.80059,                0.54034,                 2.3028,                 1.2908,                 1.7274,               0.007063,               0.007063,               0.007063
                     91,                 1.5482,                 0.8086,                 1.6226,                0.87829,                0.71415,                0.79754,                0.53826,                 2.3058,                 1.3161,                 1.7287,                0.00703,                0.00703,                0.00703
                     92,                 1.5426,                0.80245,                 1.6186,                 0.8679,                0.71787,                0.79675,                0.53788,                 2.3069,                 1.3146,                  1.727,               0.006997,               0.006997,               0.006997
                     93,                 1.5624,                0.80692,                 1.6221,                0.86852,                0.72257,                0.80261,                0.54358,                 2.2841,                 1.2913,                 1.7216,               0.006964,               0.006964,               0.006964
                     94,                 1.5356,                0.79756,                  1.619,                0.88005,                 0.7169,                0.80227,                0.54338,                 2.2878,                 1.2801,                 1.7228,               0.006931,               0.006931,               0.006931
                     95,                 1.5475,                0.80292,                 1.6248,                0.87823,                0.71917,                0.79944,                0.54243,                 2.2876,                 1.2885,                 1.7238,               0.006898,               0.006898,               0.006898
                     96,                 1.5396,                0.80075,                 1.6215,                0.87521,                0.71933,                0.80091,                0.54512,                 2.2792,                 1.2795,                 1.7237,               0.006865,               0.006865,               0.006865
                     97,                 1.5347,                0.79652,                  1.619,                 0.8823,                 0.7155,                0.80089,                0.54462,                 2.2782,                 1.2854,                 1.7231,               0.006832,               0.006832,               0.006832
                     98,                  1.534,                0.79749,                 1.6191,                0.87597,                0.71759,                0.80078,                0.54463,                 2.2812,                 1.2822,                 1.7213,               0.006799,               0.006799,               0.006799
                     99,                 1.5284,                0.79689,                 1.6206,                0.87331,                0.71787,                 0.7998,                0.54387,                  2.277,                 1.2852,                 1.7216,               0.006766,               0.006766,               0.006766
                    100,                 1.5227,                0.79442,                 1.6163,                0.87854,                0.71301,                0.80253,                0.54638,                 2.2738,                  1.283,                 1.7218,               0.006733,               0.006733,               0.006733
                    101,                 1.5184,                0.78581,                 1.6172,                0.88048,                0.71506,                0.80235,                0.54514,                 2.2783,                 1.2849,                 1.7244,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.5188,                 0.7899,                 1.6207,                0.87456,                 0.7182,                0.80202,                0.54504,                 2.2801,                 1.2886,                 1.7234,               0.006667,               0.006667,               0.006667
                    103,                 1.5076,                0.77884,                 1.6194,                 0.8706,                0.72355,                0.80112,                0.54366,                 2.2798,                 1.2853,                 1.7244,               0.006634,               0.006634,               0.006634
                    104,                 1.5027,                0.78285,                 1.6165,                0.87337,                0.71982,                0.80173,                0.54509,                 2.2732,                 1.2828,                 1.7221,               0.006601,               0.006601,               0.006601
                    105,                 1.5073,                0.78568,                 1.6162,                0.86603,                 0.7228,                  0.802,                0.54696,                 2.2646,                 1.2803,                 1.7205,               0.006568,               0.006568,               0.006568
                    106,                  1.502,                0.77771,                 1.6154,                0.87583,                0.72123,                 0.8031,                0.54766,                 2.2644,                  1.281,                 1.7206,               0.006535,               0.006535,               0.006535
                    107,                 1.5012,                0.76675,                 1.6217,                0.86899,                0.72436,                0.80343,                0.54827,                 2.2648,                 1.2762,                 1.7211,               0.006502,               0.006502,               0.006502
                    108,                 1.4913,                0.77379,                  1.621,                0.87318,                0.72452,                0.80452,                0.54885,                 2.2639,                 1.2747,                 1.7213,               0.006469,               0.006469,               0.006469
                    109,                 1.5062,                0.78133,                 1.6159,                0.86648,                0.73088,                0.80448,                0.54685,                 2.2682,                 1.2732,                 1.7222,               0.006436,               0.006436,               0.006436
                    110,                 1.4998,                0.77571,                 1.6194,                0.86826,                0.72873,                0.80508,                 0.5472,                 2.2704,                 1.2785,                 1.7226,               0.006403,               0.006403,               0.006403
                    111,                 1.4844,                0.76504,                 1.6176,                0.87219,                0.72825,                0.80509,                0.54704,                 2.2739,                 1.2713,                 1.7228,                0.00637,                0.00637,                0.00637
                    112,                 1.4799,                 0.7661,                 1.6144,                0.86698,                0.73197,                0.80598,                0.54759,                 2.2713,                 1.2657,                  1.723,               0.006337,               0.006337,               0.006337
                    113,                 1.4667,                0.75847,                 1.6136,                0.87198,                0.72848,                0.80652,                 0.5481,                 2.2677,                 1.2619,                 1.7221,               0.006304,               0.006304,               0.006304
                    114,                 1.4702,                0.75859,                  1.614,                0.88021,                0.72517,                 0.8065,                0.54914,                 2.2663,                  1.263,                 1.7219,               0.006271,               0.006271,               0.006271
                    115,                 1.4783,                0.76297,                 1.6117,                0.87671,                0.72593,                0.80613,                0.54826,                  2.267,                 1.2623,                 1.7216,               0.006238,               0.006238,               0.006238
                    116,                 1.4858,                 0.7625,                 1.6181,                0.87489,                0.72533,                0.80648,                0.54878,                 2.2676,                 1.2618,                 1.7214,               0.006205,               0.006205,               0.006205
                    117,                 1.4653,                0.75835,                 1.6141,                0.87969,                0.72393,                0.80638,                0.54947,                  2.263,                 1.2676,                 1.7206,               0.006172,               0.006172,               0.006172
                    118,                 1.4882,                0.77517,                 1.6169,                0.87697,                0.72539,                0.80715,                0.55036,                 2.2622,                 1.2675,                 1.7211,               0.006139,               0.006139,               0.006139
                    119,                 1.4675,                0.76223,                 1.6148,                0.87854,                0.72679,                0.80864,                0.55025,                 2.2629,                 1.2696,                 1.7213,               0.006106,               0.006106,               0.006106
                    120,                 1.4681,                0.75283,                 1.6127,                0.87727,                0.72625,                0.80796,                0.55037,                 2.2645,                 1.2703,                  1.722,               0.006073,               0.006073,               0.006073
                    121,                 1.4666,                0.74811,                 1.6181,                0.87653,                0.72817,                0.80826,                0.54972,                 2.2648,                 1.2663,                  1.722,                0.00604,                0.00604,                0.00604
                    122,                 1.4453,                0.74171,                  1.608,                0.87617,                0.72691,                0.80861,                0.55066,                 2.2638,                 1.2663,                 1.7218,               0.006007,               0.006007,               0.006007
                    123,                  1.446,                0.74748,                 1.6123,                0.87843,                 0.7276,                0.80998,                0.55103,                 2.2634,                 1.2629,                 1.7223,               0.005974,               0.005974,               0.005974
                    124,                 1.4543,                0.74721,                 1.6147,                0.88133,                 0.7269,                0.81133,                0.55153,                 2.2633,                 1.2598,                 1.7223,               0.005941,               0.005941,               0.005941
                    125,                 1.4388,                0.73474,                 1.6104,                0.88311,                0.72598,                0.81066,                0.55093,                 2.2659,                   1.26,                 1.7228,               0.005908,               0.005908,               0.005908
                    126,                 1.4404,                0.74096,                 1.6108,                0.88277,                0.72609,                0.81133,                0.55155,                 2.2625,                 1.2571,                 1.7228,               0.005875,               0.005875,               0.005875
                    127,                 1.4352,                0.74728,                 1.6119,                0.88492,                0.72525,                0.81186,                0.55228,                 2.2623,                 1.2544,                  1.723,               0.005842,               0.005842,               0.005842
                    128,                 1.4483,                0.74128,                 1.6134,                0.88389,                0.72549,                0.81157,                0.55194,                 2.2615,                 1.2551,                 1.7225,               0.005809,               0.005809,               0.005809
                    129,                 1.4397,                0.73969,                 1.6084,                0.87174,                0.73311,                 0.8114,                0.55175,                 2.2607,                 1.2561,                 1.7226,               0.005776,               0.005776,               0.005776
                    130,                 1.4424,                0.74125,                  1.608,                0.87538,                0.73078,                0.81153,                0.55173,                 2.2603,                 1.2554,                 1.7225,               0.005743,               0.005743,               0.005743
                    131,                 1.4449,                0.73795,                 1.6108,                0.87332,                0.73176,                0.81205,                0.55203,                 2.2607,                 1.2538,                 1.7229,                0.00571,                0.00571,                0.00571
                    132,                 1.4241,                0.73233,                 1.6071,                0.87132,                0.73327,                0.81202,                  0.552,                 2.2608,                 1.2542,                 1.7227,               0.005677,               0.005677,               0.005677
                    133,                 1.4295,                0.73036,                  1.609,                0.87036,                0.73327,                0.81213,                0.55213,                 2.2597,                 1.2532,                 1.7228,               0.005644,               0.005644,               0.005644
                    134,                 1.4313,                0.73378,                 1.6112,                0.88293,                 0.7276,                0.81268,                0.55266,                 2.2587,                 1.2509,                 1.7231,               0.005611,               0.005611,               0.005611
                    135,                 1.4239,                0.72711,                 1.6066,                0.88225,                0.72695,                0.81282,                0.55315,                 2.2578,                 1.2513,                 1.7237,               0.005578,               0.005578,               0.005578
                    136,                 1.4077,                0.72111,                 1.6065,                0.87778,                0.73132,                0.81307,                0.55313,                 2.2581,                 1.2493,                 1.7237,               0.005545,               0.005545,               0.005545
                    137,                 1.4245,                0.73044,                 1.6056,                 0.8748,                0.73257,                0.81266,                0.55307,                 2.2592,                 1.2481,                 1.7237,               0.005512,               0.005512,               0.005512
                    138,                 1.4243,                 0.7285,                 1.6132,                0.86936,                0.73758,                0.81294,                0.55351,                 2.2584,                 1.2467,                 1.7236,               0.005479,               0.005479,               0.005479
                    139,                 1.4148,                0.72407,                  1.607,                0.87063,                0.73538,                0.81351,                 0.5546,                 2.2565,                 1.2455,                 1.7232,               0.005446,               0.005446,               0.005446
                    140,                 1.4047,                0.72192,                 1.6077,                0.87013,                0.73613,                 0.8137,                0.55451,                 2.2563,                 1.2434,                 1.7235,               0.005413,               0.005413,               0.005413
                    141,                 1.4012,                0.72549,                 1.6075,                0.87225,                0.73464,                0.81384,                0.55465,                  2.257,                 1.2414,                 1.7236,                0.00538,                0.00538,                0.00538
                    142,                 1.4078,                0.71978,                 1.6053,                0.87131,                0.73505,                0.81408,                0.55488,                 2.2576,                 1.2405,                 1.7235,               0.005347,               0.005347,               0.005347
                    143,                 1.4044,                0.72323,                 1.6069,                0.87012,                0.73602,                0.81446,                0.55498,                 2.2556,                 1.2408,                 1.7233,               0.005314,               0.005314,               0.005314
                    144,                 1.3978,                0.71189,                 1.6077,                0.87518,                0.73171,                0.81403,                0.55512,                 2.2541,                 1.2405,                  1.723,               0.005281,               0.005281,               0.005281
                    145,                 1.4016,                0.71924,                 1.6059,                0.87479,                0.73327,                0.81459,                0.55579,                 2.2526,                 1.2412,                  1.723,               0.005248,               0.005248,               0.005248
                    146,                 1.3888,                0.71397,                 1.6079,                0.87189,                0.73456,                0.81391,                0.55531,                 2.2527,                 1.2409,                 1.7228,               0.005215,               0.005215,               0.005215
                    147,                 1.4047,                0.71883,                 1.6032,                0.87777,                0.73197,                0.81405,                0.55524,                 2.2518,                 1.2419,                 1.7227,               0.005182,               0.005182,               0.005182
                    148,                 1.4083,                0.71681,                 1.6052,                0.87043,                0.73489,                0.81375,                0.55494,                 2.2524,                 1.2417,                 1.7228,               0.005149,               0.005149,               0.005149
                    149,                 1.3932,                 0.7113,                 1.6049,                 0.8734,                0.73375,                0.81379,                0.55497,                 2.2514,                 1.2418,                 1.7227,               0.005116,               0.005116,               0.005116
                    150,                 1.3825,                0.70776,                 1.5984,                  0.868,                  0.737,                0.81359,                 0.5551,                 2.2529,                 1.2414,                 1.7227,               0.005083,               0.005083,               0.005083
                    151,                  1.393,                0.70827,                 1.6061,                0.86633,                0.73797,                0.81378,                0.55522,                 2.2517,                 1.2399,                 1.7224,                0.00505,                0.00505,                0.00505
                    152,                 1.3852,                0.70226,                 1.6037,                 0.8662,                0.73643,                0.81384,                0.55481,                 2.2518,                 1.2395,                 1.7225,               0.005017,               0.005017,               0.005017
                    153,                 1.3665,                0.70262,                 1.6048,                0.86762,                 0.7371,                0.81428,                0.55527,                 2.2519,                 1.2398,                 1.7225,               0.004984,               0.004984,               0.004984
                    154,                 1.3688,                0.69315,                 1.6056,                0.86935,                0.73538,                0.81438,                0.55542,                 2.2522,                 1.2393,                 1.7224,               0.004951,               0.004951,               0.004951
                    155,                 1.3799,                0.69858,                 1.6047,                0.87428,                0.73474,                0.81414,                0.55472,                 2.2525,                 1.2399,                 1.7222,               0.004918,               0.004918,               0.004918
                    156,                  1.384,                0.70743,                 1.6052,                0.87517,                0.73359,                0.81435,                0.55515,                 2.2519,                 1.2385,                 1.7222,               0.004885,               0.004885,               0.004885
                    157,                 1.3602,                0.69373,                 1.5992,                0.87466,                0.73392,                0.81454,                0.55501,                 2.2518,                 1.2373,                 1.7223,               0.004852,               0.004852,               0.004852
