                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     48,                0.99079,                0.58776,                0.83938,                0.86201,                0.76487,                0.82892,                 0.5545,                0.97861,                0.56817,                 0.8575,               0.008482,               0.008482,               0.008482
                     49,                0.99578,                0.58608,                0.84019,                0.86017,                0.77297,                0.83439,                 0.5632,                0.95138,                0.55069,                0.85176,               0.008449,               0.008449,               0.008449
                     50,                0.98431,                0.57789,                0.83802,                 0.8867,                0.76346,                0.83846,                0.56409,                0.96003,                0.53673,                0.85038,               0.008416,               0.008416,               0.008416
                     51,                0.98675,                0.57917,                0.84039,                0.89102,                0.75644,                0.83663,                0.56559,                0.95491,                0.54615,                0.85249,               0.008383,               0.008383,               0.008383
                     52,                0.99134,                0.57732,                0.83761,                0.89059,                0.76876,                 0.8402,                0.56812,                0.95657,                0.53518,                0.85248,                0.00835,                0.00835,                0.00835
                     53,                0.98063,                0.58042,                0.83964,                0.88735,                0.76908,                0.83573,                0.56389,                0.95674,                0.54231,                0.85084,               0.008317,               0.008317,               0.008317
                     54,                0.99053,                0.57561,                0.83817,                0.88008,                0.77658,                0.84093,                0.56858,                0.95097,                0.53722,                0.85105,               0.008284,               0.008284,               0.008284
                     55,                0.98266,                 0.5779,                0.83608,                0.87912,                0.77978,                0.83947,                0.57075,                0.94145,                 0.5343,                0.85016,               0.008251,               0.008251,               0.008251
                     56,                 0.9793,                0.57334,                0.83954,                0.87701,                0.76924,                0.83936,                 0.5659,                 0.9518,                0.53504,                0.85191,               0.008218,               0.008218,               0.008218
                     57,                0.97554,                0.57431,                0.84157,                0.88192,                0.77699,                0.84376,                0.57775,                0.93152,                0.52522,                0.84768,               0.008185,               0.008185,               0.008185
                     58,                0.97024,                0.56843,                0.83856,                0.88314,                 0.7707,                0.84334,                0.57519,                0.93603,                0.53317,                0.85098,               0.008152,               0.008152,               0.008152
                     59,                0.97601,                0.56745,                 0.8403,                0.88188,                0.77673,                0.84102,                0.57164,                0.93825,                0.53402,                0.84846,               0.008119,               0.008119,               0.008119
                     60,                0.97486,                0.56969,                0.83447,                0.89278,                0.77329,                0.84287,                0.57377,                0.93935,                0.52704,                0.85029,               0.008086,               0.008086,               0.008086
                     61,                0.97384,                0.56717,                0.83552,                0.88205,                0.77556,                0.84263,                0.57306,                0.93558,                0.52567,                0.84921,               0.008053,               0.008053,               0.008053
                     62,                0.96892,                0.56531,                0.83798,                0.88485,                0.77848,                0.84582,                0.57869,                0.93027,                0.53058,                0.84937,                0.00802,                0.00802,                0.00802
                     63,                0.97012,                0.56644,                0.83914,                0.87925,                0.77961,                0.84441,                0.57169,                0.93577,                0.52683,                0.84809,               0.007987,               0.007987,               0.007987
                     64,                0.95553,                0.55746,                0.83538,                0.87222,                0.78383,                0.84413,                0.57434,                 0.9243,                0.52762,                0.84837,               0.007954,               0.007954,               0.007954
                     65,                0.97345,                0.56456,                0.83933,                0.88445,                0.77645,                0.84673,                0.57622,                0.93136,                0.52641,                0.84931,               0.007921,               0.007921,               0.007921
                     66,                0.95815,                0.55921,                0.83618,                0.87835,                0.78396,                 0.8477,                0.57806,                0.92621,                0.52717,                 0.8474,               0.007888,               0.007888,               0.007888
                     67,                0.95773,                 0.5597,                0.83651,                0.88673,                0.77427,                0.84554,                0.57131,                0.93336,                0.52361,                 0.8485,               0.007855,               0.007855,               0.007855
                     68,                0.96229,                0.55727,                0.83702,                0.88804,                0.77621,                0.84654,                0.57714,                0.93109,                0.52086,                0.85187,               0.007822,               0.007822,               0.007822
                     69,                0.96237,                0.55975,                0.83504,                0.88765,                 0.7788,                 0.8496,                0.57987,                0.92684,                0.52144,                0.84903,               0.007789,               0.007789,               0.007789
                     70,                0.95756,                0.56056,                0.83468,                 0.8866,                0.78091,                0.84841,                0.57934,                0.92032,                0.51974,                0.84583,               0.007756,               0.007756,               0.007756
                     71,                0.96247,                 0.5574,                0.83621,                0.88541,                0.77961,                0.84857,                0.57559,                0.92005,                0.51428,                0.84712,               0.007723,               0.007723,               0.007723
                     72,                0.96681,                0.55556,                0.83445,                0.87695,                0.78577,                0.84837,                0.57784,                0.92762,                0.51615,                0.84847,                0.00769,                0.00769,                0.00769
                     73,                0.95431,                0.55139,                0.83322,                0.87961,                0.78974,                 0.8513,                0.57949,                0.92941,                0.51695,                0.84902,               0.007657,               0.007657,               0.007657
                     74,                0.95516,                0.55764,                0.83375,                0.88489,                 0.7873,                0.85472,                0.58288,                0.92299,                0.51308,                 0.8466,               0.007624,               0.007624,               0.007624
                     75,                0.96308,                0.56096,                0.83198,                  0.885,                0.78577,                 0.8516,                0.57861,                0.93119,                0.51284,                0.84918,               0.007591,               0.007591,               0.007591
                     76,                0.95542,                0.54953,                0.83416,                0.88662,                0.78545,                0.85288,                0.58096,                0.92627,                0.50987,                0.84746,               0.007558,               0.007558,               0.007558
                     77,                0.95448,                0.55212,                0.83391,                0.88723,                0.78533,                 0.8528,                0.58337,                0.92227,                 0.5103,                 0.8487,               0.007525,               0.007525,               0.007525
                     78,                0.95605,                 0.5532,                0.83703,                0.89161,                0.78779,                0.85566,                0.58436,                0.92482,                0.51127,                0.84912,               0.007492,               0.007492,               0.007492
                     79,                0.95115,                 0.5491,                0.83255,                0.89022,                0.78383,                0.85343,                0.58414,                0.92055,                 0.5095,                0.84627,               0.007459,               0.007459,               0.007459
                     80,                0.94588,                0.54488,                  0.835,                0.89048,                0.78642,                0.85325,                0.58519,                0.91656,                0.50987,                 0.8461,               0.007426,               0.007426,               0.007426
                     81,                0.95035,                0.54661,                 0.8337,                0.89166,                 0.7869,                0.85295,                0.58287,                0.91248,                0.51237,                0.84509,               0.007393,               0.007393,               0.007393
                     82,                0.93947,                 0.5401,                0.83191,                0.88427,                0.79371,                0.85432,                0.58242,                0.91911,                0.50638,                0.84728,                0.00736,                0.00736,                0.00736
                     83,                0.93855,                0.54009,                0.82966,                0.88182,                0.79317,                0.85302,                0.58399,                0.91648,                0.50444,                0.84786,               0.007327,               0.007327,               0.007327
                     84,                0.94336,                0.54844,                0.82953,                0.87655,                0.79776,                0.85297,                0.58276,                0.91881,                0.50477,                0.84855,               0.007294,               0.007294,               0.007294
                     85,                0.95295,                0.54302,                0.83159,                0.88924,                0.78723,                0.85545,                0.58791,                0.91701,                0.50096,                0.84843,               0.007261,               0.007261,               0.007261
                     86,                0.94644,                0.54516,                0.83215,                0.88069,                0.79193,                0.85729,                0.58896,                0.91421,                0.49999,                0.84809,               0.007228,               0.007228,               0.007228
                     87,                0.94242,                0.53596,                0.83185,                0.88697,                0.78968,                0.85781,                0.59009,                0.91311,                0.49818,                0.84823,               0.007195,               0.007195,               0.007195
                     88,                0.94595,                0.54637,                0.83157,                0.88471,                0.79258,                0.85889,                 0.5915,                0.90813,                0.49551,                0.84694,               0.007162,               0.007162,               0.007162
                     89,                0.93974,                0.54106,                0.83015,                 0.8788,                 0.7955,                  0.856,                0.58767,                0.91107,                0.49756,                0.84639,               0.007129,               0.007129,               0.007129
                     90,                0.94059,                0.53632,                0.83179,                0.87984,                 0.7974,                 0.8578,                0.59014,                0.90657,                0.49799,                0.84606,               0.007096,               0.007096,               0.007096
                     91,                0.93909,                0.53718,                0.83253,                0.88685,                0.79096,                0.85945,                0.59263,                0.90364,                0.49241,                 0.8448,               0.007063,               0.007063,               0.007063
                     92,                0.93555,                0.53688,                0.83128,                0.88943,                0.78997,                0.85891,                0.59323,                0.90081,                0.49245,                 0.8436,                0.00703,                0.00703,                0.00703
                     93,                0.93369,                0.53556,                0.83173,                0.88411,                0.79368,                0.85844,                0.59161,                0.90169,                0.49283,                0.84409,               0.006997,               0.006997,               0.006997
                     94,                0.92671,                0.53169,                0.83061,                0.89474,                0.78789,                0.85915,                0.59216,                0.90007,                0.48985,                0.84397,               0.006964,               0.006964,               0.006964
                     95,                0.92644,                0.53176,                0.82967,                0.89386,                0.78691,                0.85924,                0.59265,                0.89798,                0.48986,                0.84278,               0.006931,               0.006931,               0.006931
                     96,                0.93582,                0.53313,                0.83428,                0.89097,                0.78982,                0.85933,                0.59262,                0.89949,                0.49085,                0.84372,               0.006898,               0.006898,               0.006898
                     97,                0.92687,                 0.5322,                 0.8299,                 0.8899,                0.79452,                0.85932,                0.59295,                 0.8991,                0.49018,                0.84376,               0.006865,               0.006865,               0.006865
                     98,                0.93828,                0.54141,                0.83328,                0.88872,                0.79517,                0.86053,                0.59269,                0.89921,                0.48917,                0.84404,               0.006832,               0.006832,               0.006832
                     99,                0.93236,                0.53753,                0.83019,                0.89341,                0.79322,                 0.8596,                 0.5929,                0.89926,                0.48897,                0.84435,               0.006799,               0.006799,               0.006799
                    100,                 0.9229,                 0.5256,                0.82968,                0.88891,                0.79631,                0.85905,                0.59364,                 0.8992,                0.48983,                  0.844,               0.006766,               0.006766,               0.006766
                    101,                0.93248,                0.52912,                0.83061,                0.89073,                0.79524,                0.85922,                0.59515,                0.89869,                0.48879,                0.84447,               0.006733,               0.006733,               0.006733
                    102,                 0.9262,                0.52782,                0.83103,                0.89143,                0.79428,                0.86028,                0.59487,                0.89694,                0.48724,                0.84429,                 0.0067,                 0.0067,                 0.0067
                    103,                0.92848,                0.53011,                0.82826,                0.88771,                0.79425,                0.86049,                0.59376,                0.89627,                0.48812,                0.84397,               0.006667,               0.006667,               0.006667
                    104,                0.93901,                0.53516,                0.82953,                0.89261,                0.78927,                0.85915,                0.59423,                0.89427,                0.48863,                0.84375,               0.006634,               0.006634,               0.006634
                    105,                0.92418,                 0.5235,                0.83202,                0.88959,                0.79306,                0.85808,                0.59334,                0.89402,                0.48864,                0.84359,               0.006601,               0.006601,               0.006601
                    106,                0.92098,                0.52189,                0.82998,                0.88983,                0.79209,                0.85898,                0.59369,                0.89636,                0.48699,                0.84417,               0.006568,               0.006568,               0.006568
                    107,                0.90969,                0.51786,                0.82902,                0.89126,                0.79355,                0.86005,                0.59471,                0.89577,                0.48595,                0.84429,               0.006535,               0.006535,               0.006535
                    108,                0.91992,                0.52395,                0.82885,                0.89753,                 0.7882,                0.86102,                0.59603,                0.89429,                0.48579,                0.84417,               0.006502,               0.006502,               0.006502
                    109,                0.92926,                0.53151,                0.83031,                0.89373,                0.79258,                0.86023,                0.59713,                0.89266,                0.48568,                0.84325,               0.006469,               0.006469,               0.006469
                    110,                0.92356,                0.52232,                0.83174,                0.89119,                0.79436,                0.85952,                0.59682,                  0.893,                 0.4868,                0.84341,               0.006436,               0.006436,               0.006436
                    111,                0.91699,                0.52197,                0.82829,                0.89147,                0.79462,                0.86013,                 0.5975,                0.89205,                0.48507,                0.84305,               0.006403,               0.006403,               0.006403
                    112,                0.91489,                0.52157,                0.82804,                0.88849,                 0.7955,                0.86021,                0.59768,                0.89112,                0.48464,                0.84269,                0.00637,                0.00637,                0.00637
                    113,                0.91655,                0.52076,                 0.8268,                 0.8973,                0.78999,                0.86009,                0.59779,                0.88999,                0.48407,                0.84259,               0.006337,               0.006337,               0.006337
                    114,                0.91526,                0.51751,                0.82834,                0.89054,                 0.7937,                0.86102,                0.59751,                0.89093,                0.48319,                0.84318,               0.006304,               0.006304,               0.006304
                    115,                0.91798,                0.51919,                0.82821,                0.88765,                0.79638,                0.86124,                0.59715,                0.89011,                0.48345,                0.84346,               0.006271,               0.006271,               0.006271
                    116,                0.90113,                0.50841,                0.82776,                0.88923,                 0.7955,                0.86076,                0.59696,                0.89127,                0.48371,                0.84348,               0.006238,               0.006238,               0.006238
                    117,                0.90836,                0.51257,                0.82776,                0.88836,                0.79501,                0.86143,                0.59823,                0.89098,                0.48388,                0.84367,               0.006205,               0.006205,               0.006205
                    118,                0.91105,                0.51548,                 0.8274,                0.89085,                0.79436,                0.86243,                0.59867,                0.89026,                0.48363,                0.84368,               0.006172,               0.006172,               0.006172
                    119,                0.92225,                 0.5205,                  0.829,                0.89084,                0.79501,                0.86261,                0.59887,                0.88982,                0.48409,                0.84358,               0.006139,               0.006139,               0.006139
                    120,                0.91111,                0.51738,                0.83094,                0.88715,                0.79728,                0.86283,                0.59965,                0.88908,                0.48492,                0.84351,               0.006106,               0.006106,               0.006106
                    121,                0.91121,                0.51258,                0.82594,                0.88456,                0.79841,                 0.8637,                0.59948,                0.88912,                0.48437,                0.84365,               0.006073,               0.006073,               0.006073
                    122,                0.91304,                0.50925,                0.82631,                0.88855,                0.79728,                0.86386,                0.59928,                0.88879,                0.48392,                0.84357,                0.00604,                0.00604,                0.00604
                    123,                0.91278,                0.51827,                0.82674,                0.88797,                0.79906,                 0.8644,                0.59947,                0.88876,                0.48348,                0.84343,               0.006007,               0.006007,               0.006007
                    124,                0.90611,                0.51603,                0.82994,                0.88641,                0.80084,                  0.865,                0.59988,                0.88804,                0.48274,                0.84307,               0.005974,               0.005974,               0.005974
                    125,                0.90889,                0.51242,                0.82484,                0.88846,                0.80028,                0.86476,                0.59968,                0.88771,                0.48237,                0.84296,               0.005941,               0.005941,               0.005941
                    126,                0.90685,                0.51138,                0.82903,                0.88541,                0.80263,                0.86503,                0.59974,                0.88844,                0.48222,                0.84314,               0.005908,               0.005908,               0.005908
                    127,                0.90523,                0.50856,                0.82777,                0.88787,                0.80036,                0.86519,                 0.5993,                0.88856,                0.48259,                0.84336,               0.005875,               0.005875,               0.005875
                    128,                0.90984,                0.51771,                 0.8292,                0.88722,                0.80133,                0.86528,                0.59863,                0.88828,                 0.4826,                0.84324,               0.005842,               0.005842,               0.005842
                    129,                0.90258,                0.51176,                0.82802,                0.89076,                0.80019,                0.86513,                0.59877,                0.88826,                0.48195,                0.84311,               0.005809,               0.005809,               0.005809
                    130,                0.90573,                0.50853,                 0.8281,                0.88973,                0.80018,                0.86517,                0.59906,                0.88835,                0.48134,                0.84315,               0.005776,               0.005776,               0.005776
                    131,                0.89376,                0.50603,                0.82785,                0.88835,                0.80071,                0.86546,                0.59931,                0.88769,                0.48042,                0.84311,               0.005743,               0.005743,               0.005743
                    132,                0.90084,                0.51383,                0.82837,                0.88835,                0.80019,                0.86504,                0.59951,                0.88694,                0.47965,                0.84298,                0.00571,                0.00571,                0.00571
                    133,                0.90182,                0.50317,                0.82666,                0.88829,                0.79971,                0.86482,                0.60016,                0.88619,                0.47949,                0.84289,               0.005677,               0.005677,               0.005677
                    134,                 0.9046,                0.50846,                0.82627,                0.88583,                0.80036,                0.86452,                0.60008,                0.88571,                0.47929,                0.84262,               0.005644,               0.005644,               0.005644
                    135,                0.89689,                0.50229,                0.82687,                 0.8867,                0.80025,                0.86486,                0.60035,                0.88626,                0.47886,                0.84278,               0.005611,               0.005611,               0.005611
                    136,                0.89555,                0.50386,                0.82467,                0.88583,                0.80149,                0.86537,                0.60095,                0.88544,                0.47812,                0.84277,               0.005578,               0.005578,               0.005578
                    137,                0.89761,                0.50265,                0.82477,                0.88595,                0.80279,                0.86556,                0.60105,                0.88531,                0.47765,                0.84269,               0.005545,               0.005545,               0.005545
                    138,                0.89995,                0.50561,                0.82672,                0.88642,                0.80308,                 0.8656,                0.60165,                0.88456,                0.47775,                0.84248,               0.005512,               0.005512,               0.005512
                    139,                0.89585,                0.50109,                0.82708,                 0.8847,                0.80522,                0.86635,                0.60194,                0.88426,                0.47737,                0.84248,               0.005479,               0.005479,               0.005479
                    140,                0.90142,                0.50479,                0.82589,                0.88533,                0.80444,                0.86632,                0.60225,                0.88358,                 0.4768,                0.84231,               0.005446,               0.005446,               0.005446
                    141,                0.89476,                0.50026,                0.82446,                0.88502,                0.80577,                 0.8666,                 0.6022,                0.88335,                0.47721,                0.84218,               0.005413,               0.005413,               0.005413
                    142,                0.90031,                0.50537,                0.82578,                0.88654,                0.80554,                0.86677,                0.60265,                0.88306,                0.47657,                0.84208,                0.00538,                0.00538,                0.00538
                    143,                0.88595,                0.49219,                0.82331,                0.88485,                 0.8057,                0.86659,                0.60268,                0.88326,                0.47639,                0.84204,               0.005347,               0.005347,               0.005347
                    144,                0.89366,                0.50075,                0.82564,                0.88469,                0.80603,                0.86687,                0.60269,                0.88306,                0.47653,                0.84196,               0.005314,               0.005314,               0.005314
                    145,                0.89212,                 0.4993,                0.82342,                0.88383,                0.80684,                0.86702,                0.60246,                0.88262,                0.47614,                0.84188,               0.005281,               0.005281,               0.005281
                    146,                0.89631,                0.50064,                0.82525,                0.88412,                0.80684,                0.86702,                0.60301,                0.88285,                0.47636,                0.84194,               0.005248,               0.005248,               0.005248
                    147,                0.89001,                0.49743,                0.82442,                0.88223,                0.80749,                0.86677,                0.60323,                0.88224,                0.47642,                0.84189,               0.005215,               0.005215,               0.005215
                    148,                0.89539,                0.49591,                0.82411,                0.88261,                0.80779,                0.86699,                0.60347,                0.88233,                 0.4757,                0.84184,               0.005182,               0.005182,               0.005182
                    149,                0.88916,                0.49133,                0.82363,                0.88373,                0.80674,                0.86645,                0.60384,                0.88202,                0.47628,                0.84166,               0.005149,               0.005149,               0.005149
                    150,                0.88902,                0.49483,                0.82411,                0.88598,                0.80459,                0.86672,                0.60424,                0.88142,                0.47618,                0.84156,               0.005116,               0.005116,               0.005116
                    151,                0.88404,                0.48897,                0.82191,                0.88672,                 0.8042,                0.86663,                0.60444,                0.88138,                0.47583,                0.84152,               0.005083,               0.005083,               0.005083
                    152,                0.89057,                0.49454,                0.82554,                0.88737,                0.80344,                0.86643,                0.60405,                0.88153,                0.47576,                0.84153,                0.00505,                0.00505,                0.00505
                    153,                0.88766,                0.49199,                 0.8241,                0.88805,                0.80327,                0.86641,                0.60436,                0.88117,                0.47501,                0.84153,               0.005017,               0.005017,               0.005017
                    154,                 0.8788,                0.48358,                0.82479,                0.88734,                0.80344,                 0.8667,                0.60438,                0.88156,                0.47552,                0.84157,               0.004984,               0.004984,               0.004984
                    155,                  0.875,                0.48951,                0.82183,                0.88825,                0.80311,                0.86663,                0.60445,                0.88148,                0.47526,                0.84165,               0.004951,               0.004951,               0.004951
                    156,                0.88069,                0.49116,                0.82358,                0.88751,                0.80392,                0.86696,                0.60439,                 0.8811,                0.47545,                0.84149,               0.004918,               0.004918,               0.004918
                    157,                0.87927,                0.48574,                0.82317,                0.88812,                0.80267,                0.86676,                0.60478,                0.88059,                0.47507,                0.84148,               0.004885,               0.004885,               0.004885
                    158,                0.87784,                0.48333,                0.82309,                0.88995,                0.80196,                0.86698,                0.60487,                0.88044,                0.47577,                0.84141,               0.004852,               0.004852,               0.004852
                    159,                0.87751,                0.48669,                0.82176,                0.89012,                 0.8021,                0.86725,                0.60498,                0.87997,                0.47551,                0.84139,               0.004819,               0.004819,               0.004819
                    160,                0.86985,                0.48393,                0.82306,                0.89042,                0.80188,                0.86736,                0.60489,                0.88003,                0.47597,                0.84131,               0.004786,               0.004786,               0.004786
                    161,                0.87671,                0.49036,                0.82334,                0.89032,                 0.8024,                0.86721,                0.60499,                0.87988,                0.47584,                0.84124,               0.004753,               0.004753,               0.004753
                    162,                 0.8721,                0.48325,                0.82166,                0.89014,                0.80227,                0.86716,                0.60511,                0.87956,                0.47595,                 0.8412,                0.00472,                0.00472,                0.00472
                    163,                0.88566,                0.48768,                0.82508,                0.89119,                0.80246,                0.86756,                 0.6053,                0.87973,                0.47631,                0.84117,               0.004687,               0.004687,               0.004687
                    164,                0.87026,                0.48085,                0.82033,                0.89073,                0.80263,                0.86755,                0.60577,                0.87933,                0.47619,                0.84116,               0.004654,               0.004654,               0.004654
