                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 2.1081,                 1.1616,                 1.7186,                0.82667,                0.62278,                0.71453,                 0.4479,                  2.856,                 1.9358,                 1.8887,               0.009208,               0.009208,               0.009208
                     26,                 2.0665,                 1.1515,                 1.7144,                0.82771,                0.65247,                0.72718,                0.45628,                 2.6935,                  1.754,                 1.8453,               0.009175,               0.009175,               0.009175
                     27,                 2.0861,                  1.139,                 1.7142,                0.80801,                0.62859,                0.69903,                 0.4518,                 2.6424,                 1.9262,                 1.8358,               0.009142,               0.009142,               0.009142
                     28,                 2.0701,                 1.1478,                 1.7106,                0.83602,                0.63666,                0.70895,                0.44792,                 2.7022,                 1.8802,                 1.8402,               0.009109,               0.009109,               0.009109
                     29,                  2.051,                 1.1207,                 1.7012,                 0.8571,                0.65473,                0.74544,                0.47624,                 2.6683,                 1.6673,                 1.8411,               0.009076,               0.009076,               0.009076
                     30,                 2.0523,                 1.1198,                 1.7019,                0.85524,                 0.6657,                0.75208,                0.47889,                 2.6132,                 1.6508,                 1.8288,               0.009043,               0.009043,               0.009043
                     31,                 2.0215,                 1.1009,                 1.6954,                0.83668,                0.66893,                0.74528,                0.46562,                 2.6884,                 1.6596,                 1.8426,                0.00901,                0.00901,                0.00901
                     32,                 2.0143,                 1.1025,                 1.6935,                0.81048,                0.65311,                0.72539,                0.46612,                 2.6434,                 1.7065,                 1.8359,               0.008977,               0.008977,               0.008977
                     33,                 2.0107,                 1.0825,                 1.6934,                0.85308,                0.64731,                0.73627,                0.47266,                 2.6433,                 1.7609,                  1.833,               0.008944,               0.008944,               0.008944
                     34,                  1.996,                 1.0715,                 1.6928,                0.84139,                 0.6373,                0.71433,                0.45133,                 2.6971,                 1.8885,                  1.865,               0.008911,               0.008911,               0.008911
                     35,                 1.9695,                 1.0693,                 1.6892,                0.84341,                0.65349,                0.73001,                0.46236,                 2.6848,                 1.7788,                 1.8461,               0.008878,               0.008878,               0.008878
                     36,                 2.0019,                 1.0568,                 1.6925,                 0.8344,                0.66183,                0.74382,                0.47285,                 2.6702,                 1.6315,                 1.8481,               0.008845,               0.008845,               0.008845
                     37,                 1.9587,                  1.042,                 1.6888,                0.84498,                0.66488,                0.74433,                0.47411,                  2.637,                 1.6839,                 1.8374,               0.008812,               0.008812,               0.008812
                     38,                 1.9666,                 1.0588,                 1.6848,                0.83611,                0.66409,                0.73883,                0.47566,                 2.6086,                 1.6439,                 1.8357,               0.008779,               0.008779,               0.008779
                     39,                 1.9641,                 1.0442,                 1.6885,                0.83629,                0.67538,                0.74937,                0.48253,                 2.5912,                 1.5918,                 1.8294,               0.008746,               0.008746,               0.008746
                     40,                 1.9529,                 1.0386,                 1.6869,                0.86016,                0.66796,                0.75039,                0.47255,                 2.6706,                 1.6713,                 1.8542,               0.008713,               0.008713,               0.008713
                     41,                 1.9295,                 1.0202,                 1.6839,                0.85047,                0.67538,                0.75428,                0.48326,                 2.6085,                 1.6056,                 1.8291,                0.00868,                0.00868,                0.00868
                     42,                 1.9243,                 1.0272,                 1.6788,                 0.8543,                0.66219,                0.74588,                 0.4756,                 2.6476,                 1.7058,                 1.8333,               0.008647,               0.008647,               0.008647
                     43,                 1.9078,                  1.002,                 1.6823,                0.86098,                0.68183,                0.76076,                0.48825,                 2.5705,                 1.5598,                 1.8213,               0.008614,               0.008614,               0.008614
                     44,                 1.9017,                0.99783,                 1.6768,                0.83675,                0.66538,                0.73686,                0.47766,                 2.5265,                 1.7463,                 1.8004,               0.008581,               0.008581,               0.008581
                     45,                  1.916,                  1.009,                 1.6738,                 0.8475,                0.66473,                0.74922,                0.47283,                 2.6547,                 1.6053,                 1.8486,               0.008548,               0.008548,               0.008548
                     46,                  1.882,                0.98634,                 1.6733,                0.84599,                0.67247,                0.75221,                0.48254,                 2.5859,                 1.6333,                  1.815,               0.008515,               0.008515,               0.008515
                     47,                  1.905,                0.99473,                 1.6728,                0.84062,                0.66887,                0.75129,                0.47417,                 2.6355,                 1.6247,                 1.8303,               0.008482,               0.008482,               0.008482
                     48,                 1.8589,                0.97119,                 1.6717,                0.83569,                0.69587,                0.76257,                0.48662,                 2.5761,                 1.5521,                 1.8297,               0.008449,               0.008449,               0.008449
                     49,                 1.8613,                0.98931,                 1.6726,                0.85203,                 0.6799,                0.75561,                0.48947,                 2.5562,                 1.5646,                 1.8207,               0.008416,               0.008416,               0.008416
                     50,                 1.8616,                0.96536,                 1.6628,                0.84056,                0.68054,                0.75369,                0.48347,                 2.5659,                 1.6261,                 1.8251,               0.008383,               0.008383,               0.008383
                     51,                 1.8395,                 0.9559,                 1.6721,                0.83753,                0.69365,                0.75808,                0.48568,                 2.5962,                 1.5593,                 1.8211,                0.00835,                0.00835,                0.00835
                     52,                 1.8405,                0.96846,                 1.6682,                0.87012,                0.65731,                0.75552,                0.48449,                  2.572,                 1.5977,                 1.8205,               0.008317,               0.008317,               0.008317
                     53,                 1.8369,                0.96906,                 1.6679,                0.84612,                0.67312,                0.75536,                0.48424,                 2.5775,                 1.5787,                   1.83,               0.008284,               0.008284,               0.008284
                     54,                 1.8171,                 0.9491,                 1.6641,                 0.8459,                 0.6802,                0.75842,                0.48843,                 2.5871,                 1.5257,                 1.8276,               0.008251,               0.008251,               0.008251
                     55,                 1.8147,                0.94758,                 1.6599,                0.86091,                0.68312,                0.76304,                  0.491,                 2.5782,                 1.5321,                 1.8197,               0.008218,               0.008218,               0.008218
                     56,                  1.812,                0.95227,                 1.6637,                0.85297,                0.69635,                0.77774,                0.49963,                 2.5362,                 1.4611,                   1.81,               0.008185,               0.008185,               0.008185
                     57,                  1.786,                0.92171,                 1.6581,                0.84477,                0.69894,                0.76878,                0.49493,                 2.5604,                 1.4831,                 1.8229,               0.008152,               0.008152,               0.008152
                     58,                 1.7828,                0.91654,                 1.6557,                0.85072,                0.70184,                0.77269,                0.49552,                 2.5786,                 1.4811,                 1.8319,               0.008119,               0.008119,               0.008119
                     59,                 1.7857,                0.93914,                 1.6619,                0.84556,                0.69377,                0.76699,                0.48508,                 2.6101,                 1.5412,                 1.8396,               0.008086,               0.008086,               0.008086
                     60,                 1.7746,                0.91681,                 1.6528,                0.86071,                0.69087,                0.77172,                0.49744,                 2.5484,                 1.5292,                 1.8224,               0.008053,               0.008053,               0.008053
                     61,                 1.7602,                0.90736,                 1.6555,                0.83993,                0.70765,                0.77287,                0.49197,                  2.592,                  1.486,                 1.8339,                0.00802,                0.00802,                0.00802
                     62,                 1.7462,                0.90508,                 1.6526,                0.88257,                0.68151,                0.77666,                0.50175,                 2.5444,                  1.472,                  1.819,               0.007987,               0.007987,               0.007987
                     63,                 1.7489,                 0.9027,                 1.6532,                0.86562,                0.69442,                0.77342,                0.49324,                 2.5644,                 1.4755,                 1.8286,               0.007954,               0.007954,               0.007954
                     64,                 1.7319,                0.89463,                 1.6504,                0.86381,                 0.6828,                0.77382,                0.49982,                 2.5553,                 1.4952,                 1.8223,               0.007921,               0.007921,               0.007921
                     65,                 1.7458,                0.90177,                 1.6532,                0.84495,                0.70023,                0.76981,                0.49811,                 2.5257,                 1.4726,                 1.8182,               0.007888,               0.007888,               0.007888
                     66,                  1.725,                0.88361,                 1.6445,                0.83382,                0.72281,                0.77561,                0.49697,                  2.552,                 1.4529,                 1.8241,               0.007855,               0.007855,               0.007855
                     67,                 1.7089,                0.88919,                 1.6536,                0.84781,                0.71003,                0.77391,                0.49984,                  2.538,                 1.4648,                 1.8225,               0.007822,               0.007822,               0.007822
                     68,                 1.7233,                0.87774,                 1.6495,                0.85436,                0.70055,                 0.7773,                 0.5024,                 2.5373,                 1.4563,                 1.8166,               0.007789,               0.007789,               0.007789
                     69,                  1.701,                 0.8882,                 1.6484,                0.85901,                0.70248,                0.77848,                0.50313,                 2.5356,                 1.4542,                 1.8183,               0.007756,               0.007756,               0.007756
                     70,                 1.7079,                0.88612,                 1.6446,                0.84427,                0.72023,                0.78063,                0.50266,                 2.5461,                 1.4387,                 1.8254,               0.007723,               0.007723,               0.007723
                     71,                 1.6973,                0.88058,                 1.6486,                0.84784,                0.70122,                0.77469,                0.50377,                 2.5184,                 1.4791,                 1.8167,                0.00769,                0.00769,                0.00769
                     72,                 1.6849,                 0.8685,                 1.6428,                0.85927,                0.70442,                0.77765,                0.49798,                  2.553,                 1.4472,                 1.8227,               0.007657,               0.007657,               0.007657
                     73,                 1.6891,                0.87468,                 1.6432,                0.85938,                 0.7001,                0.77479,                0.50523,                    2.5,                 1.4853,                 1.8091,               0.007624,               0.007624,               0.007624
                     74,                 1.6838,                0.86226,                 1.6419,                0.84718,                0.71555,                0.78045,                0.50573,                 2.5081,                 1.4443,                 1.8055,               0.007591,               0.007591,               0.007591
                     75,                 1.6684,                0.85498,                 1.6427,                0.84914,                0.71563,                0.77976,                0.50702,                 2.5006,                 1.4406,                 1.8074,               0.007558,               0.007558,               0.007558
                     76,                 1.6528,                0.84954,                  1.639,                0.86078,                0.71442,                0.78277,                 0.5069,                 2.5192,                 1.4448,                 1.8138,               0.007525,               0.007525,               0.007525
                     77,                  1.657,                0.85922,                 1.6406,                0.85837,                0.70636,                0.78408,                0.50629,                  2.518,                 1.4332,                 1.8151,               0.007492,               0.007492,               0.007492
                     78,                 1.6456,                0.84976,                 1.6394,                0.85341,                0.71574,                0.78243,                0.50592,                 2.5134,                 1.4335,                 1.8137,               0.007459,               0.007459,               0.007459
                     79,                 1.6509,                0.85269,                  1.637,                0.85339,                0.70926,                0.78126,                0.50411,                 2.5433,                 1.4328,                 1.8296,               0.007426,               0.007426,               0.007426
                     80,                 1.6434,                0.84337,                 1.6373,                0.84351,                0.71668,                0.77822,                0.50229,                 2.5303,                  1.434,                 1.8266,               0.007393,               0.007393,               0.007393
                     81,                 1.6273,                0.83713,                 1.6357,                0.84724,                0.71764,                0.78099,                0.50518,                 2.5153,                 1.4314,                 1.8224,                0.00736,                0.00736,                0.00736
                     82,                 1.6269,                0.83609,                 1.6346,                0.84187,                0.71637,                0.77813,                 0.5062,                 2.5018,                 1.4403,                 1.8178,               0.007327,               0.007327,               0.007327
                     83,                 1.6307,                0.83948,                 1.6411,                0.84515,                0.71959,                0.77991,                0.50351,                 2.5208,                 1.4368,                 1.8237,               0.007294,               0.007294,               0.007294
                     84,                 1.6267,                0.83771,                  1.639,                0.84842,                0.70474,                0.78157,                0.50527,                 2.5268,                 1.4322,                 1.8255,               0.007261,               0.007261,               0.007261
                     85,                 1.6218,                0.83093,                 1.6353,                  0.858,                0.70579,                0.78189,                0.50426,                 2.5305,                  1.428,                 1.8244,               0.007228,               0.007228,               0.007228
                     86,                 1.6116,                0.82103,                 1.6371,                0.85936,                0.70474,                 0.7813,                0.50244,                 2.5331,                 1.4331,                 1.8231,               0.007195,               0.007195,               0.007195
                     87,                 1.5948,                0.81846,                 1.6336,                0.85634,                0.71361,                0.78374,                0.50403,                  2.523,                 1.4184,                 1.8189,               0.007162,               0.007162,               0.007162
                     88,                 1.5914,                0.81655,                  1.634,                0.85568,                0.71378,                0.78415,                0.50855,                 2.5071,                 1.4138,                 1.8152,               0.007129,               0.007129,               0.007129
                     89,                 1.5872,                0.80812,                 1.6282,                0.84645,                0.71442,                0.78295,                0.50569,                 2.5139,                 1.4145,                 1.8179,               0.007096,               0.007096,               0.007096
                     90,                 1.5838,                0.80211,                 1.6288,                0.84822,                0.71507,                0.78578,                  0.507,                 2.5092,                 1.4101,                 1.8172,               0.007063,               0.007063,               0.007063
                     91,                  1.593,                0.81347,                 1.6273,                0.85745,                0.71475,                0.78809,                0.50855,                 2.5078,                 1.4001,                 1.8177,                0.00703,                0.00703,                0.00703
                     92,                 1.5881,                0.81742,                 1.6292,                 0.8525,                0.72173,                0.78943,                0.50892,                 2.4966,                 1.3949,                 1.8135,               0.006997,               0.006997,               0.006997
                     93,                 1.5728,                0.79959,                 1.6285,                0.85209,                 0.7231,                0.79043,                0.50989,                 2.4893,                 1.3922,                 1.8113,               0.006964,               0.006964,               0.006964
                     94,                 1.5527,                0.79185,                 1.6244,                0.85339,                0.71797,                0.78925,                0.51023,                 2.4923,                 1.3955,                 1.8126,               0.006931,               0.006931,               0.006931
                     95,                 1.5642,                0.79784,                 1.6268,                0.86021,                0.71281,                0.78881,                0.51058,                 2.4821,                 1.3999,                  1.809,               0.006898,               0.006898,               0.006898
                     96,                 1.5641,                0.80511,                 1.6338,                 0.8503,                0.71663,                0.78888,                0.51336,                  2.471,                 1.3923,                 1.8044,               0.006865,               0.006865,               0.006865
                     97,                 1.5604,                0.80128,                 1.6285,                0.87611,                0.70052,                0.78934,                0.51324,                 2.4745,                 1.3859,                 1.8063,               0.006832,               0.006832,               0.006832
                     98,                 1.5351,                0.78017,                 1.6234,                0.87745,                0.70004,                0.78895,                0.51365,                 2.4741,                 1.3895,                 1.8067,               0.006799,               0.006799,               0.006799
                     99,                  1.551,                0.79946,                 1.6262,                0.87526,                0.69733,                0.78855,                0.51417,                 2.4631,                 1.3952,                 1.8052,               0.006766,               0.006766,               0.006766
                    100,                 1.5444,                0.79846,                  1.627,                0.84714,                0.71442,                0.79087,                0.51511,                 2.4632,                 1.3908,                 1.8062,               0.006733,               0.006733,               0.006733
                    101,                 1.5377,                0.77872,                 1.6281,                0.87114,                0.70462,                0.79059,                0.51573,                 2.4536,                 1.4033,                 1.8019,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.5292,                0.77427,                 1.6252,                0.87037,                0.70474,                0.78867,                0.51431,                 2.4567,                 1.4046,                  1.803,               0.006667,               0.006667,               0.006667
                    103,                 1.5308,                 0.7855,                 1.6252,                0.86891,                 0.7101,                0.78928,                0.51378,                 2.4587,                 1.4032,                 1.8037,               0.006634,               0.006634,               0.006634
                    104,                 1.5407,                0.78921,                 1.6254,                0.86836,                0.70455,                0.78931,                0.51373,                 2.4587,                   1.41,                 1.8054,               0.006601,               0.006601,               0.006601
                    105,                 1.5347,                0.77758,                 1.6251,                0.86657,                0.70797,                  0.789,                0.51391,                   2.46,                 1.4086,                  1.806,               0.006568,               0.006568,               0.006568
                    106,                  1.531,                0.77678,                 1.6289,                0.86594,                0.70926,                0.79013,                0.51488,                 2.4562,                 1.4045,                 1.8055,               0.006535,               0.006535,               0.006535
                    107,                 1.5126,                0.78538,                 1.6258,                0.86224,                0.71055,                0.78965,                0.51543,                 2.4556,                 1.4017,                 1.8067,               0.006502,               0.006502,               0.006502
                    108,                 1.5274,                0.78192,                 1.6265,                0.86764,                0.70859,                0.78925,                0.51397,                 2.4591,                 1.4022,                 1.8084,               0.006469,               0.006469,               0.006469
                    109,                 1.5302,                0.77887,                 1.6232,                0.86806,                 0.7133,                0.79033,                0.51548,                 2.4558,                 1.3945,                  1.807,               0.006436,               0.006436,               0.006436
                    110,                 1.5253,                0.78064,                 1.6235,                0.86801,                0.71313,                0.79069,                0.51583,                 2.4537,                 1.3907,                  1.807,               0.006403,               0.006403,               0.006403
                    111,                 1.5065,                0.76315,                 1.6185,                0.86279,                0.71475,                 0.7911,                0.51613,                 2.4505,                 1.3888,                 1.8071,                0.00637,                0.00637,                0.00637
                    112,                 1.5254,                0.77787,                 1.6234,                0.86076,                0.71668,                0.79182,                0.51656,                 2.4471,                 1.3855,                 1.8067,               0.006337,               0.006337,               0.006337
                    113,                 1.4982,                0.75327,                 1.6226,                0.87174,                0.70841,                0.79246,                0.51703,                 2.4523,                 1.3851,                 1.8093,               0.006304,               0.006304,               0.006304
                    114,                 1.4899,                0.76889,                 1.6232,                0.86963,                0.70958,                0.79213,                0.51747,                  2.449,                 1.3868,                 1.8079,               0.006271,               0.006271,               0.006271
                    115,                 1.5024,                0.76206,                 1.6214,                0.85684,                0.71475,                0.79145,                0.51717,                 2.4491,                 1.3867,                 1.8076,               0.006238,               0.006238,               0.006238
                    116,                 1.4927,                0.76117,                 1.6215,                0.86339,                0.71249,                0.79149,                0.51787,                 2.4479,                 1.3849,                  1.807,               0.006205,               0.006205,               0.006205
                    117,                 1.5115,                0.77007,                 1.6283,                0.86759,                0.70894,                0.79052,                0.51723,                 2.4456,                 1.3879,                 1.8055,               0.006172,               0.006172,               0.006172
                    118,                  1.486,                0.74929,                   1.62,                0.86957,                0.70777,                0.79006,                0.51671,                 2.4469,                  1.388,                 1.8057,               0.006139,               0.006139,               0.006139
                    119,                 1.4877,                0.74707,                 1.6202,                0.85946,                0.71435,                0.79168,                0.51779,                 2.4463,                 1.3827,                 1.8057,               0.006106,               0.006106,               0.006106
                    120,                 1.4842,                0.75483,                 1.6224,                0.86096,                0.71734,                0.79222,                0.51865,                 2.4476,                 1.3845,                 1.8056,               0.006073,               0.006073,               0.006073
                    121,                 1.4766,                0.75865,                 1.6156,                0.85952,                0.71669,                0.79194,                0.51836,                 2.4464,                 1.3849,                 1.8053,                0.00604,                0.00604,                0.00604
                    122,                 1.4906,                 0.7568,                 1.6198,                0.85699,                 0.7183,                0.79236,                0.51859,                 2.4456,                 1.3838,                 1.8052,               0.006007,               0.006007,               0.006007
                    123,                 1.4631,                0.74074,                 1.6139,                0.85741,                0.71985,                0.79282,                0.51842,                  2.447,                 1.3789,                 1.8056,               0.005974,               0.005974,               0.005974
                    124,                  1.459,                0.75043,                 1.6157,                 0.8598,                 0.7183,                 0.7928,                0.51819,                 2.4484,                 1.3744,                 1.8058,               0.005941,               0.005941,               0.005941
                    125,                 1.4663,                0.74934,                 1.6202,                0.85702,                0.72088,                0.79239,                0.51747,                 2.4487,                 1.3735,                  1.806,               0.005908,               0.005908,               0.005908
                    126,                 1.4683,                0.73175,                 1.6176,                0.86211,                 0.7182,                0.79282,                0.51711,                 2.4497,                 1.3763,                  1.806,               0.005875,               0.005875,               0.005875
                    127,                 1.4631,                0.73975,                 1.6144,                0.85593,                0.72475,                0.79277,                0.51709,                 2.4496,                 1.3735,                 1.8054,               0.005842,               0.005842,               0.005842
                    128,                 1.4464,                0.73504,                 1.6204,                0.85887,                0.72314,                0.79277,                0.51741,                 2.4472,                 1.3731,                 1.8054,               0.005809,               0.005809,               0.005809
                    129,                  1.451,                0.72806,                 1.6165,                0.85615,                0.72597,                0.79316,                0.51758,                 2.4474,                 1.3714,                 1.8053,               0.005776,               0.005776,               0.005776
                    130,                 1.4285,                 0.7198,                 1.6126,                0.85888,                0.72314,                 0.7934,                0.51762,                 2.4473,                 1.3719,                 1.8056,               0.005743,               0.005743,               0.005743
                    131,                 1.4532,                0.72952,                 1.6181,                0.85944,                0.72018,                0.79326,                0.51773,                 2.4467,                 1.3708,                 1.8054,                0.00571,                0.00571,                0.00571
                    132,                 1.4256,                 0.7318,                 1.6154,                0.85912,                0.72023,                0.79323,                0.51752,                 2.4459,                 1.3682,                 1.8054,               0.005677,               0.005677,               0.005677
                    133,                 1.4419,                0.72867,                 1.6182,                0.85575,                0.72217,                0.79291,                0.51743,                  2.445,                  1.369,                 1.8049,               0.005644,               0.005644,               0.005644
                    134,                 1.4306,                0.73025,                 1.6142,                 0.8542,                0.72281,                0.79261,                0.51756,                 2.4458,                 1.3683,                 1.8046,               0.005611,               0.005611,               0.005611
                    135,                 1.4423,                0.73242,                 1.6144,                0.85674,                0.72152,                0.79331,                0.51823,                 2.4432,                 1.3693,                  1.804,               0.005578,               0.005578,               0.005578
                    136,                 1.4358,                0.72712,                 1.6154,                0.85703,                0.72185,                0.79303,                0.51825,                  2.443,                 1.3696,                 1.8039,               0.005545,               0.005545,               0.005545
                    137,                 1.4391,                0.72814,                 1.6096,                0.85404,                0.72217,                0.79412,                0.51865,                 2.4416,                 1.3684,                 1.8039,               0.005512,               0.005512,               0.005512
                    138,                 1.4319,                0.72132,                 1.6134,                0.85243,                0.72323,                0.79396,                0.51858,                 2.4414,                 1.3686,                 1.8039,               0.005479,               0.005479,               0.005479
                    139,                 1.4348,                0.72568,                 1.6163,                0.85448,                0.72314,                0.79431,                0.51859,                 2.4409,                 1.3688,                 1.8034,               0.005446,               0.005446,               0.005446
                    140,                 1.4304,                0.72475,                 1.6108,                0.85222,                0.72378,                0.79446,                0.51888,                 2.4394,                 1.3687,                 1.8031,               0.005413,               0.005413,               0.005413
                    141,                 1.4141,                 0.7168,                  1.613,                0.85205,                0.72346,                0.79409,                0.51871,                 2.4398,                 1.3663,                  1.803,                0.00538,                0.00538,                0.00538
                    142,                 1.4158,                0.71155,                 1.6141,                0.85171,                0.72466,                0.79429,                 0.5191,                 2.4395,                 1.3639,                 1.8029,               0.005347,               0.005347,               0.005347
                    143,                  1.426,                0.71999,                 1.6114,                0.85233,                0.72634,                0.79536,                 0.5193,                 2.4374,                 1.3621,                 1.8027,               0.005314,               0.005314,               0.005314
                    144,                 1.4134,                0.71579,                 1.6092,                0.85202,                0.72701,                 0.7958,                0.51942,                 2.4377,                 1.3588,                 1.8033,               0.005281,               0.005281,               0.005281
                    145,                 1.3965,                0.71086,                 1.6096,                0.85214,                0.72701,                 0.7962,                0.51987,                 2.4351,                  1.358,                 1.8029,               0.005248,               0.005248,               0.005248
                    146,                 1.4046,                0.70824,                 1.6101,                0.85065,                0.72798,                0.79595,                0.51977,                 2.4365,                 1.3568,                  1.803,               0.005215,               0.005215,               0.005215
                    147,                 1.4064,                0.71253,                 1.6127,                 0.8489,                0.72894,                0.79662,                0.52028,                 2.4356,                 1.3577,                 1.8031,               0.005182,               0.005182,               0.005182
                    148,                 1.4129,                0.71481,                 1.6092,                0.84775,                0.72947,                0.79701,                0.52019,                 2.4367,                 1.3572,                  1.803,               0.005149,               0.005149,               0.005149
                    149,                 1.4031,                0.69987,                 1.6073,                0.84607,                0.73072,                0.79639,                0.52054,                 2.4358,                 1.3561,                 1.8033,               0.005116,               0.005116,               0.005116
                    150,                 1.3853,                0.70584,                 1.6057,                 0.8458,                0.73097,                0.79671,                0.52037,                 2.4347,                 1.3565,                 1.8032,               0.005083,               0.005083,               0.005083
                    151,                 1.3866,                0.70517,                 1.6112,                0.84478,                0.73249,                0.79663,                0.52031,                 2.4344,                 1.3563,                  1.803,                0.00505,                0.00505,                0.00505
                    152,                 1.3894,                0.69782,                 1.6092,                0.84559,                0.73334,                0.79688,                0.52035,                  2.435,                 1.3555,                 1.8029,               0.005017,               0.005017,               0.005017
                    153,                 1.3821,                0.69239,                 1.6088,                0.84366,                0.73484,                0.79708,                 0.5209,                 2.4335,                 1.3548,                 1.8031,               0.004984,               0.004984,               0.004984
                    154,                 1.3865,                 0.7035,                 1.6075,                 0.8433,                0.73637,                0.79732,                0.52109,                 2.4336,                 1.3542,                 1.8029,               0.004951,               0.004951,               0.004951
                    155,                 1.3845,                0.70033,                 1.6064,                0.84461,                0.73637,                0.79806,                0.52168,                 2.4337,                  1.354,                 1.8031,               0.004918,               0.004918,               0.004918
                    156,                 1.3774,                0.69333,                 1.6059,                0.84402,                0.73682,                0.79826,                0.52257,                 2.4327,                 1.3534,                 1.8028,               0.004885,               0.004885,               0.004885
                    157,                 1.3672,                0.69473,                 1.6061,                0.84469,                0.73637,                0.79848,                0.52254,                 2.4331,                 1.3528,                 1.8029,               0.004852,               0.004852,               0.004852
