                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                 0.8131,                0.43555,                0.81105,                0.91165,                0.87518,                0.93327,                0.69363,                0.71572,                0.37386,                 0.7985,               0.003202,               0.003202,               0.003202
                    106,                0.81762,                0.43539,                0.81276,                0.91088,                0.87546,                0.93331,                0.69393,                0.71517,                0.37319,                0.79845,               0.003136,               0.003136,               0.003136
                    107,                0.80695,                0.43718,                0.80997,                0.91044,                0.87632,                0.93304,                0.69426,                0.71473,                0.37308,                0.79836,                0.00307,                0.00307,                0.00307
                    108,                0.81233,                0.43371,                0.81125,                0.91063,                0.87606,                0.93291,                0.69444,                0.71452,                0.37281,                 0.7983,               0.003004,               0.003004,               0.003004
                    109,                0.80596,                0.43274,                0.81027,                0.91152,                 0.8761,                0.93291,                0.69481,                0.71406,                0.37231,                0.79827,               0.002938,               0.002938,               0.002938
                    110,                0.81203,                 0.4308,                0.81129,                 0.9121,                0.87606,                0.93315,                0.69472,                0.71375,                0.37214,                0.79815,               0.002872,               0.002872,               0.002872
                    111,                0.80713,                0.43013,                 0.8085,                0.91155,                0.87548,                0.93301,                0.69508,                0.71305,                0.37182,                0.79812,               0.002806,               0.002806,               0.002806
                    112,                0.80299,                0.42396,                0.80842,                0.91242,                0.87447,                 0.9331,                0.69529,                0.71298,                0.37193,                0.79804,                0.00274,                0.00274,                0.00274
                    113,                0.80715,                 0.4291,                0.81015,                0.91243,                0.87509,                0.93325,                0.69573,                 0.7123,                0.37165,                  0.798,               0.002674,               0.002674,               0.002674
                    114,                0.80236,                0.42319,                0.80873,                0.91348,                0.87474,                0.93369,                0.69561,                0.71173,                 0.3715,                 0.7979,               0.002608,               0.002608,               0.002608
                    115,                0.79802,                0.42432,                0.80985,                0.91351,                0.87474,                0.93388,                0.69591,                0.71136,                0.37137,                0.79791,               0.002542,               0.002542,               0.002542
                    116,                 0.7991,                0.42545,                0.80852,                0.91459,                0.87383,                0.93398,                0.69663,                 0.7105,                0.37134,                0.79778,               0.002476,               0.002476,               0.002476
                    117,                 0.7924,                0.42107,                0.80618,                0.91486,                0.87398,                0.93419,                0.69664,                0.71018,                0.37117,                0.79773,                0.00241,                0.00241,                0.00241
                    118,                0.79587,                0.42108,                0.80781,                0.91575,                 0.8725,                0.93435,                0.69731,                0.70939,                0.37065,                0.79764,               0.002344,               0.002344,               0.002344
                    119,                0.79241,                0.41883,                0.80765,                0.91462,                0.87385,                0.93439,                0.69752,                0.70888,                0.37076,                0.79756,               0.002278,               0.002278,               0.002278
                    120,                0.79112,                0.41398,                0.80988,                0.91513,                0.87409,                0.93449,                0.69759,                0.70881,                0.37073,                 0.7975,               0.002212,               0.002212,               0.002212
                    121,                0.78628,                0.41502,                0.80767,                 0.9163,                0.87296,                0.93454,                0.69832,                0.70826,                0.37055,                0.79745,               0.002146,               0.002146,               0.002146
                    122,                0.78064,                0.41079,                0.80911,                0.91664,                0.87288,                 0.9345,                0.69842,                0.70769,                0.37013,                0.79731,                0.00208,                0.00208,                0.00208
                    123,                0.78616,                0.41351,                0.80498,                0.91707,                0.87253,                0.93455,                0.69863,                0.70733,                 0.3699,                0.79726,               0.002014,               0.002014,               0.002014
                    124,                 0.7748,                0.40548,                0.80724,                0.91788,                0.87157,                0.93463,                0.69904,                0.70705,                0.36988,                0.79721,               0.001948,               0.001948,               0.001948
                    125,                0.77833,                0.40806,                0.80582,                0.91813,                0.87156,                 0.9346,                0.69911,                0.70652,                0.36927,                0.79716,               0.001882,               0.001882,               0.001882
                    126,                0.77628,                0.41009,                0.80617,                0.91739,                0.87288,                0.93461,                0.69917,                0.70592,                0.36943,                0.79704,               0.001816,               0.001816,               0.001816
                    127,                0.77811,                0.40888,                0.80402,                0.91537,                0.87493,                0.93477,                0.69893,                 0.7056,                0.36884,                0.79702,                0.00175,                0.00175,                0.00175
                    128,                0.78837,                0.41324,                0.80656,                0.91821,                0.87248,                0.93476,                 0.6996,                0.70508,                0.36873,                0.79691,               0.001684,               0.001684,               0.001684
                    129,                0.77561,                0.40445,                 0.8064,                0.91744,                0.87346,                0.93473,                0.69968,                0.70461,                0.36894,                0.79688,               0.001618,               0.001618,               0.001618
                    130,                0.77738,                0.40763,                0.80708,                0.91416,                0.87632,                0.93491,                 0.6997,                0.70415,                0.36841,                0.79678,               0.001552,               0.001552,               0.001552
                    131,                0.77608,                0.40391,                0.80597,                0.91359,                0.87761,                0.93506,                0.69984,                0.70404,                0.36832,                0.79676,               0.001486,               0.001486,               0.001486
                    132,                0.77275,                0.39793,                0.80671,                0.91853,                0.87328,                0.93503,                0.70013,                0.70331,                0.36789,                0.79668,                0.00142,                0.00142,                0.00142
                    133,                0.77065,                0.39879,                0.80367,                0.91372,                  0.878,                0.93518,                0.70011,                0.70324,                0.36811,                0.79662,               0.001354,               0.001354,               0.001354
                    134,                0.76392,                0.39706,                 0.8069,                0.91458,                0.87747,                 0.9352,                 0.7005,                0.70262,                0.36724,                0.79657,               0.001288,               0.001288,               0.001288
                    135,                0.76176,                0.39711,                0.80405,                0.91439,                0.87773,                0.93529,                0.70094,                0.70239,                0.36754,                 0.7965,               0.001222,               0.001222,               0.001222
                    136,                0.75646,                0.38852,                 0.8072,                0.91553,                0.87673,                0.93534,                0.70092,                0.70201,                0.36726,                 0.7965,               0.001156,               0.001156,               0.001156
                    137,                0.75991,                0.38776,                0.80494,                0.91598,                0.87703,                0.93536,                0.70144,                0.70161,                 0.3669,                0.79642,                0.00109,                0.00109,                0.00109
                    138,                0.76304,                0.39011,                0.80395,                 0.9152,                 0.8778,                0.93534,                0.70162,                0.70129,                0.36698,                0.79633,               0.001024,               0.001024,               0.001024
                    139,                0.75456,                0.38836,                0.80263,                0.91641,                0.87712,                0.93541,                0.70148,                0.70123,                0.36687,                0.79631,               0.000958,               0.000958,               0.000958
                    140,                0.75584,                0.38778,                0.80281,                0.91691,                0.87597,                0.93553,                0.70185,                0.70051,                0.36668,                0.79624,               0.000892,               0.000892,               0.000892
                    141,                0.73767,                0.36787,                0.80225,                0.91811,                0.87482,                0.93544,                0.70209,                 0.7005,                0.36642,                0.79621,               0.000826,               0.000826,               0.000826
                    142,                0.73305,                 0.3645,                 0.8002,                0.91735,                0.87615,                0.93576,                0.70208,                0.70016,                0.36588,                0.79616,                0.00076,                0.00076,                0.00076
                    143,                 0.7284,                0.36127,                0.80035,                0.91778,                0.87544,                0.93559,                0.70221,                0.69977,                0.36604,                 0.7961,               0.000694,               0.000694,               0.000694
                    144,                0.72672,                0.36122,                0.80271,                0.91788,                0.87562,                0.93567,                0.70234,                0.69924,                0.36614,                0.79604,               0.000628,               0.000628,               0.000628
                    145,                0.71932,                0.35663,                0.80182,                0.91783,                0.87606,                0.93554,                0.70237,                0.69874,                0.36603,                0.79599,               0.000562,               0.000562,               0.000562
                    146,                0.72334,                0.35857,                0.80176,                0.91851,                0.87544,                0.93571,                0.70283,                0.69853,                0.36604,                0.79593,               0.000496,               0.000496,               0.000496
                    147,                0.71743,                 0.3526,                0.80263,                0.91756,                0.87641,                0.93553,                0.70255,                0.69837,                0.36586,                0.79588,                0.00043,                0.00043,                0.00043
                    148,                0.71315,                0.35374,                0.79957,                0.91778,                0.87638,                0.93573,                0.70294,                0.69789,                0.36606,                0.79579,               0.000364,               0.000364,               0.000364
                    149,                0.71277,                0.35229,                0.79891,                0.91786,                0.87638,                0.93573,                0.70298,                0.69757,                0.36602,                0.79574,               0.000298,               0.000298,               0.000298
                    150,                0.71213,                0.34897,                0.79903,                0.91816,                0.87676,                 0.9358,                0.70322,                0.69727,                0.36572,                0.79568,               0.000232,               0.000232,               0.000232
