                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                0.86814,                0.48566,                0.81551,                 1.1821,                0.58604,                0.81142,                0.88729,                0.82323,                0.88937,                 0.6518,                0.76465,                0.40219,                0.80869,                  1.019,                0.48555,                0.80274,              0.0049015,              0.0049015,              0.0049015
                    106,                0.86679,                0.49381,                0.82079,                  1.184,                0.59235,                 0.8167,                0.88802,                0.82376,                0.88967,                0.65172,                0.76426,                0.40201,                0.80865,                 1.0185,                0.48568,                 0.8027,               0.004852,               0.004852,               0.004852
                    107,                0.85486,                 0.4744,                0.81428,                 1.1668,                 0.5732,                0.81173,                0.88656,                0.82358,                0.88944,                0.65149,                0.76391,                0.40182,                 0.8086,                 1.0181,                0.48577,                0.80274,              0.0048025,              0.0048025,              0.0048025
                    108,                0.87277,                0.48161,                0.81501,                 1.1907,                0.58125,                0.81116,                0.89186,                0.82002,                0.88926,                0.65137,                0.76359,                 0.4015,                0.80857,                 1.0175,                0.48585,                0.80269,               0.004753,               0.004753,               0.004753
                    109,                0.86405,                0.47613,                0.81904,                 1.1844,                0.58413,                0.81599,                0.88657,                0.82429,                0.88969,                0.65198,                0.76332,                0.40121,                 0.8085,                 1.0174,                0.48485,                0.80271,              0.0047035,              0.0047035,              0.0047035
                    110,                  0.856,                0.47762,                0.81614,                 1.1643,                0.57061,                0.81217,                0.89101,                0.81985,                0.88949,                0.65207,                0.76308,                0.40091,                0.80846,                  1.017,                 0.4848,                0.80269,               0.004654,               0.004654,               0.004654
                    111,                0.86262,                0.48428,                0.81651,                 1.1756,                 0.5749,                0.81211,                0.89094,                0.81938,                0.88935,                0.65199,                0.76276,                 0.4007,                0.80839,                 1.0166,                  0.485,                0.80263,              0.0046045,              0.0046045,              0.0046045
                    112,                0.86917,                0.48479,                0.81899,                 1.1794,                0.58249,                0.81372,                0.88959,                0.82109,                0.88941,                0.65214,                0.76246,                0.40044,                0.80834,                  1.016,                0.48484,                0.80259,               0.004555,               0.004555,               0.004555
                    113,                0.86558,                0.48632,                0.81698,                 1.1795,                0.58112,                0.81126,                0.89143,                 0.8202,                0.88925,                0.65229,                0.76216,                0.40015,                0.80829,                 1.0155,                0.48456,                0.80253,              0.0045055,              0.0045055,              0.0045055
                    114,                  0.864,                0.48115,                0.81884,                 1.1704,                0.57208,                0.81279,                0.89094,                0.82085,                0.88981,                0.65261,                0.76188,                0.39985,                0.80822,                 1.0153,                0.48307,                 0.8025,               0.004456,               0.004456,               0.004456
                    115,                0.85762,                 0.4776,                0.81766,                 1.1603,                0.57098,                 0.8119,                0.89089,                0.82127,                0.88982,                0.65293,                0.76162,                0.39947,                 0.8082,                 1.0148,                0.48241,                0.80233,              0.0044065,              0.0044065,              0.0044065
                    116,                0.85565,                0.47408,                0.81943,                 1.1626,                0.56718,                0.81307,                0.89253,                0.82116,                0.89004,                0.65313,                0.76134,                0.39934,                0.80816,                 1.0145,                0.48186,                0.80227,               0.004357,               0.004357,               0.004357
                    117,                0.86069,                0.47415,                0.81887,                 1.1726,                0.57608,                0.81263,                0.88926,                0.82269,                0.89035,                0.65317,                0.76099,                0.39907,                0.80811,                 1.0139,                0.48171,                0.80221,              0.0043075,              0.0043075,              0.0043075
                    118,                0.85594,                0.46789,                0.81814,                 1.1579,                 0.5601,                0.81098,                0.88926,                 0.8234,                0.89034,                0.65339,                0.76073,                0.39884,                0.80807,                 1.0136,                0.48159,                0.80225,               0.004258,               0.004258,               0.004258
                    119,                0.85292,                0.47221,                0.81435,                 1.1527,                0.55955,                0.80993,                0.88949,                0.82323,                0.89026,                0.65345,                0.76041,                 0.3985,                0.80804,                 1.0132,                0.48161,                0.80221,              0.0042085,              0.0042085,              0.0042085
                    120,                 0.8542,                0.46985,                0.82002,                 1.1564,                0.56328,                0.81495,                0.88997,                0.82163,                0.89033,                0.65351,                0.76007,                0.39813,                0.80798,                 1.0128,                0.48144,                0.80218,               0.004159,               0.004159,               0.004159
                    121,                0.84812,                0.47441,                0.81485,                 1.1647,                0.57178,                 0.8096,                0.89224,                0.82091,                0.89052,                0.65382,                 0.7598,                0.39779,                0.80793,                 1.0124,                0.48094,                0.80213,              0.0041095,              0.0041095,              0.0041095
                    122,                 0.8465,                0.47131,                0.81688,                 1.1606,                   0.57,                 0.8127,                0.89618,                0.81771,                0.89027,                0.65401,                0.75955,                0.39761,                 0.8079,                  1.012,                0.48073,                 0.8021,                0.00406,                0.00406,                0.00406
                    123,                0.85295,                0.46638,                0.81805,                 1.1632,                 0.5648,                0.81154,                0.89583,                0.81842,                0.89018,                0.65401,                0.75937,                0.39728,                0.80788,                 1.0118,                0.48048,                0.80207,              0.0040105,              0.0040105,              0.0040105
                    124,                0.85435,                0.46573,                0.81695,                 1.1651,                0.55952,                   0.81,                0.89446,                0.81993,                 0.8903,                0.65425,                0.75902,                0.39687,                0.80783,                 1.0113,                0.48025,                0.80203,               0.003961,               0.003961,               0.003961
                    125,                0.84861,                0.46892,                0.81626,                 1.1554,                0.56504,                0.81223,                0.89404,                 0.8193,                0.89024,                0.65407,                0.75872,                0.39655,                0.80777,                 1.0111,                0.47997,                0.80206,              0.0039115,              0.0039115,              0.0039115
                    126,                0.83854,                0.46662,                0.81398,                 1.1479,                0.56036,                 0.8091,                 0.8935,                0.82065,                 0.8903,                0.65432,                0.75842,                0.39632,                0.80772,                 1.0106,                0.47975,                0.80202,               0.003862,               0.003862,               0.003862
                    127,                0.83676,                0.46684,                0.81217,                 1.1398,                0.55426,                0.80876,                0.89384,                0.82054,                0.89009,                0.65446,                0.75812,                0.39613,                0.80768,                 1.0102,                0.47962,                0.80198,              0.0038125,              0.0038125,              0.0038125
                    128,                0.83874,                0.45997,                0.81454,                 1.1459,                0.55253,                 0.8081,                0.89379,                0.82011,                0.89046,                0.65485,                0.75784,                0.39584,                0.80764,                 1.0097,                 0.4795,                0.80192,               0.003763,               0.003763,               0.003763
                    129,                0.83997,                0.47137,                 0.8148,                 1.1452,                0.56319,                0.80753,                0.89287,                0.82074,                0.89092,                0.65487,                0.75758,                 0.3955,                0.80759,                 1.0093,                 0.4794,                0.80187,              0.0037135,              0.0037135,              0.0037135
                    130,                0.83678,                0.45269,                0.81576,                 1.1454,                0.54949,                0.81001,                0.89302,                0.81948,                0.89137,                0.65506,                0.75723,                0.39517,                0.80754,                 1.0088,                0.47937,                 0.8018,               0.003664,               0.003664,               0.003664
                    131,                0.83576,                0.45716,                0.81397,                 1.1401,                0.54143,                0.80937,                0.89232,                0.82091,                0.89142,                0.65513,                0.75689,                0.39488,                 0.8075,                 1.0085,                0.47846,                0.80176,              0.0036145,              0.0036145,              0.0036145
                    132,                0.83829,                0.46402,                0.81698,                 1.1404,                0.55527,                0.81031,                0.89213,                0.82091,                0.89155,                0.65543,                0.75656,                0.39447,                0.80746,                  1.008,                0.47812,                 0.8017,               0.003565,               0.003565,               0.003565
                    133,                 0.8459,                0.46207,                0.81348,                 1.1418,                0.54612,                0.80747,                0.89303,                0.82103,                0.89188,                0.65574,                0.75624,                0.39418,                0.80741,                 1.0075,                0.47711,                0.80166,              0.0035155,              0.0035155,              0.0035155
                    134,                0.83295,                0.45613,                0.81294,                 1.1307,                0.54014,                0.80802,                0.89377,                0.81992,                0.89181,                 0.6559,                0.75593,                0.39388,                0.80736,                 1.0069,                0.47713,                0.80162,               0.003466,               0.003466,               0.003466
                    135,                0.83193,                0.45426,                0.81617,                 1.1361,                0.54269,                 0.8106,                0.89364,                0.82034,                0.89192,                0.65602,                0.75566,                0.39368,                0.80732,                 1.0065,                0.47666,                 0.8016,              0.0034165,              0.0034165,              0.0034165
                    136,                0.82353,                0.44995,                0.81352,                 1.1241,                0.53991,                 0.8082,                0.89305,                0.82038,                0.89221,                0.65623,                0.75537,                0.39341,                0.80726,                  1.006,                0.47647,                0.80155,               0.003367,               0.003367,               0.003367
                    137,                0.83214,                0.45374,                0.81272,                 1.1225,                0.53608,                0.80863,                0.89505,                 0.8202,                 0.8924,                0.65659,                0.75506,                0.39315,                0.80721,                 1.0057,                0.47591,                 0.8015,              0.0033175,              0.0033175,              0.0033175
                    138,                0.83485,                0.45577,                0.81226,                 1.1372,                0.54523,                0.80708,                0.89577,                 0.8202,                 0.8926,                0.65673,                0.75476,                0.39286,                0.80716,                 1.0052,                0.47544,                0.80146,               0.003268,               0.003268,               0.003268
                    139,                0.82492,                0.45093,                0.81289,                 1.1228,                0.53574,                0.80801,                0.89605,                0.81949,                0.89285,                0.65686,                0.75451,                0.39256,                0.80709,                 1.0048,                0.47484,                 0.8014,              0.0032185,              0.0032185,              0.0032185
                    140,                0.82819,                0.45171,                0.81583,                 1.1316,                0.54039,                0.80885,                0.89491,                0.82086,                0.89274,                0.65692,                0.75424,                0.39228,                0.80703,                 1.0045,                0.47451,                0.80137,               0.003169,               0.003169,               0.003169
                    141,                0.81996,                0.44745,                0.81399,                 1.1288,                 0.5409,                0.80951,                0.89574,                0.82091,                0.89244,                0.65673,                0.75398,                0.39199,                0.80699,                  1.004,                0.47399,                0.80132,              0.0031195,              0.0031195,              0.0031195
                    142,                 0.8291,                0.45712,                0.81545,                 1.1242,                 0.5479,                0.80882,                0.89224,                 0.8234,                0.89216,                0.65635,                0.75372,                0.39172,                0.80694,                 1.0036,                0.47379,                0.80127,                0.00307,                0.00307,                0.00307
                    143,                 0.8279,                0.45031,                0.81134,                 1.1277,                0.54393,                0.80566,                0.89339,                0.82269,                0.89206,                0.65646,                0.75338,                0.39148,                0.80688,                 1.0032,                 0.4737,                0.80133,              0.0030205,              0.0030205,              0.0030205
                    144,                0.81497,                0.44501,                0.81181,                 1.1134,                0.53412,                0.80755,                0.89409,                0.82275,                0.89284,                0.65717,                0.75302,                0.39122,                0.80679,                  1.003,                0.47242,                0.80129,               0.002971,               0.002971,               0.002971
                    145,                0.82378,                0.44473,                0.81369,                 1.1252,                0.53643,                0.80881,                0.89274,                0.82394,                0.89291,                0.65732,                0.75277,                0.39092,                0.80675,                 1.0025,                0.47219,                0.80125,              0.0029215,              0.0029215,              0.0029215
                    146,                 0.8156,                0.44972,                0.81058,                 1.1186,                0.53312,                0.80653,                0.89249,                 0.8238,                0.89274,                0.65722,                0.75244,                0.39065,                0.80673,                 1.0022,                0.47202,                0.80122,               0.002872,               0.002872,               0.002872
                    147,                0.82239,                0.44088,                0.81452,                 1.1149,                0.52644,                0.80725,                0.88722,                0.82682,                0.89286,                0.65721,                0.75223,                0.39045,                0.80669,                 1.0021,                0.47138,                0.80125,              0.0028225,              0.0028225,              0.0028225
                    148,                0.80899,                0.44025,                0.81108,                 1.1039,                0.52436,                0.80477,                0.88756,                0.82688,                0.89296,                0.65748,                0.75197,                0.39023,                0.80665,                 1.0016,                0.47107,                 0.8012,               0.002773,               0.002773,               0.002773
                    149,                0.81807,                0.44599,                0.81293,                 1.1196,                0.53643,                0.80789,                0.88603,                0.82813,                0.89308,                0.65789,                0.75174,                0.39002,                0.80661,                 1.0012,                0.47063,                 0.8011,              0.0027235,              0.0027235,              0.0027235
                    150,                0.80991,                0.43847,                 0.8118,                 1.1007,                0.52223,                0.80693,                0.88565,                0.83058,                0.89366,                0.65831,                0.75145,                0.38981,                0.80656,                 1.0008,                0.46973,                0.80106,               0.002674,               0.002674,               0.002674
                    151,                0.80628,                0.43929,                0.81232,                 1.0987,                0.52447,                0.80655,                0.88758,                0.82856,                 0.8938,                 0.6585,                0.75113,                0.38957,                0.80653,                 1.0004,                0.46916,                0.80101,              0.0026245,              0.0026245,              0.0026245
                    152,                0.80809,                 0.4394,                0.81121,                 1.1064,                0.52585,                0.80745,                0.88789,                0.82874,                0.89377,                0.65871,                0.75085,                0.38938,                 0.8065,                 1.0002,                0.46853,                0.80098,               0.002575,               0.002575,               0.002575
                    153,                0.80309,                0.43518,                0.81117,                 1.1003,                0.52866,                0.80691,                0.88844,                0.82849,                0.89386,                0.65895,                0.75051,                0.38915,                0.80646,                0.99985,                0.46813,                0.80093,              0.0025255,              0.0025255,              0.0025255
                    154,                0.79278,                  0.427,                0.81334,                 1.0843,                0.51486,                0.80592,                 0.8872,                0.82981,                0.89392,                0.65947,                0.75023,                0.38889,                0.80642,                0.99944,                0.46773,                 0.8009,               0.002476,               0.002476,               0.002476
                    155,                0.79796,                0.42771,                0.80979,                 1.0925,                 0.5171,                0.80339,                0.88626,                0.82998,                0.89393,                0.65936,                 0.7499,                 0.3886,                0.80637,                0.99896,                0.46771,                0.80086,              0.0024265,              0.0024265,              0.0024265
                    156,                0.80558,                0.43733,                0.80829,                 1.0921,                0.52172,                0.80409,                0.88866,                0.82892,                0.89414,                0.65965,                0.74955,                0.38837,                0.80631,                0.99857,                0.46735,                0.80082,               0.002377,               0.002377,               0.002377
                    157,                0.80209,                0.43215,                0.80694,                 1.1027,                0.52016,                0.80299,                0.88865,                0.83026,                0.89439,                0.65977,                 0.7493,                0.38816,                0.80625,                0.99841,                0.46662,                0.80074,              0.0023275,              0.0023275,              0.0023275
                    158,                0.79708,                0.43156,                0.80902,                 1.0931,                0.52317,                0.80529,                0.88868,                0.82981,                0.89444,                0.65999,                0.74895,                0.38791,                0.80621,                0.99799,                0.46662,                0.80069,               0.002278,               0.002278,               0.002278
                    159,                0.80159,                0.42734,                 0.8122,                 1.1002,                0.51619,                0.80642,                0.88829,                0.83014,                0.89458,                0.66014,                0.74863,                0.38767,                0.80616,                 0.9977,                0.46601,                0.80066,              0.0022285,              0.0022285,              0.0022285
                    160,                0.78629,                0.42279,                 0.8101,                 1.0755,                0.50837,                0.80411,                 0.8892,                0.82892,                 0.8948,                0.66036,                0.74826,                0.38743,                0.80611,                0.99726,                0.46536,                0.80065,               0.002179,               0.002179,               0.002179
                    161,                0.78728,                 0.4258,                0.80947,                 1.0827,                0.51389,                0.80513,                0.88937,                0.82919,                0.89482,                0.66036,                0.74793,                0.38714,                0.80607,                0.99677,                 0.4651,                 0.8006,              0.0021295,              0.0021295,              0.0021295
                    162,                0.79364,                0.42443,                0.81076,                 1.0881,                0.51255,                0.80356,                 0.8908,                0.82856,                0.89499,                0.66083,                0.74761,                0.38691,                0.80602,                0.99645,                 0.4647,                0.80056,                0.00208,                0.00208,                0.00208
                    163,                0.78332,                0.42113,                0.80886,                 1.0782,                0.50952,                0.80587,                0.89041,                0.82939,                0.89502,                 0.6611,                 0.7473,                 0.3867,                0.80597,                0.99589,                0.46441,                0.80046,              0.0020305,              0.0020305,              0.0020305
                    164,                0.78839,                0.42538,                0.80796,                 1.0818,                0.51369,                0.80397,                0.89158,                0.82749,                0.89502,                0.66142,                0.74702,                0.38645,                0.80591,                0.99552,                0.46395,                0.80042,               0.001981,               0.001981,               0.001981
                    165,                0.79413,                0.42334,                0.80855,                 1.0876,                0.50925,                0.80418,                0.89123,                0.82913,                0.89525,                0.66173,                0.74676,                0.38634,                0.80587,                0.99523,                0.46348,                0.80039,              0.0019315,              0.0019315,              0.0019315
                    166,                0.78537,                0.42215,                0.80678,                 1.0791,                0.51216,                0.80217,                0.89171,                0.82945,                 0.8955,                 0.6622,                0.74647,                0.38613,                0.80582,                0.99478,                 0.4628,                0.80039,               0.001882,               0.001882,               0.001882
                    167,                0.78307,                0.41756,                0.80977,                 1.0763,                0.50539,                0.80581,                0.89346,                0.82774,                0.89579,                0.66256,                 0.7462,                0.38598,                0.80578,                0.99429,                0.46238,                0.80035,              0.0018325,              0.0018325,              0.0018325
                    168,                0.79426,                0.41838,                0.80885,                 1.0874,                0.50261,                0.80417,                 0.8926,                0.82914,                0.89587,                0.66253,                0.74592,                0.38572,                0.80574,                0.99395,                0.46244,                0.80031,               0.001783,               0.001783,               0.001783
                    169,                0.77201,                0.41628,                0.80632,                 1.0689,                0.50755,                0.80222,                0.89173,                0.82905,                0.89573,                0.66243,                0.74555,                0.38547,                0.80567,                0.99338,                0.46263,                0.80023,              0.0017335,              0.0017335,              0.0017335
                    170,                0.76906,                0.41102,                0.80826,                 1.0561,                 0.4917,                0.80472,                0.89091,                0.82931,                0.89591,                0.66265,                0.74528,                0.38523,                0.80565,                  0.993,                0.46248,                0.80019,               0.001684,               0.001684,               0.001684
                    171,                0.77869,                0.41681,                0.80557,                 1.0817,                0.50442,                0.80395,                0.89194,                0.82945,                0.89587,                0.66272,                0.74496,                0.38495,                 0.8056,                0.99256,                0.46211,                0.80014,              0.0016345,              0.0016345,              0.0016345
                    172,                0.77837,                0.41608,                0.80708,                 1.0722,                0.49865,                0.80255,                0.89256,                0.82927,                0.89589,                0.66279,                0.74465,                0.38463,                0.80556,                0.99206,                0.46193,                0.80009,               0.001585,               0.001585,               0.001585
                    173,                0.77233,                0.41313,                0.80341,                 1.0659,                0.49926,                0.80026,                0.88946,                0.83143,                0.89586,                 0.6629,                0.74431,                0.38439,                 0.8055,                0.99158,                0.46193,                0.80005,              0.0015355,              0.0015355,              0.0015355
                    174,                0.76638,                0.40748,                0.80496,                 1.0589,                0.49646,                0.80065,                0.88849,                0.83194,                0.89585,                0.66317,                0.74396,                0.38413,                0.80544,                0.99115,                0.46185,                    0.8,               0.001486,               0.001486,               0.001486
                    175,                0.77248,                0.41598,                0.80861,                 1.0628,                0.50136,                0.80394,                0.88891,                0.83105,                0.89595,                0.66326,                0.74374,                0.38387,                0.80541,                0.99076,                0.46146,                0.79996,              0.0014365,              0.0014365,              0.0014365
                    176,                0.75647,                0.40263,                0.80473,                  1.047,                0.48892,                0.80032,                0.88784,                0.83198,                0.89601,                0.66364,                0.74341,                0.38356,                0.80536,                0.99035,                0.46107,                 0.7999,               0.001387,               0.001387,               0.001387
                    177,                0.75851,                 0.4038,                 0.8021,                 1.0532,                0.49083,                 0.7979,                0.88738,                0.83141,                0.89624,                0.66375,                0.74307,                0.38328,                0.80529,                0.98992,                0.46112,                0.79983,              0.0013375,              0.0013375,              0.0013375
                    178,                0.76161,                0.40534,                0.80573,                 1.0491,                0.48512,                0.80176,                0.88712,                0.83176,                0.89625,                0.66376,                0.74284,                0.38311,                0.80526,                 0.9896,                 0.4612,                0.79981,               0.001288,               0.001288,               0.001288
                    179,                0.75854,                0.39864,                0.80641,                 1.0474,                0.47697,                 0.8014,                0.88734,                0.83194,                0.89619,                0.66357,                0.74261,                0.38302,                0.80521,                0.98922,                0.46118,                0.79976,              0.0012385,              0.0012385,              0.0012385
                    180,                0.76367,                0.40134,                0.80427,                 1.0526,                0.48669,                0.80099,                 0.8877,                0.83123,                0.89613,                0.66363,                0.74239,                0.38283,                0.80516,                0.98889,                0.46131,                0.79974,               0.001189,               0.001189,               0.001189
                    181,                0.76197,                0.40142,                0.80391,                 1.0514,                0.48902,                0.79915,                0.88689,                0.83246,                0.89644,                0.66404,                0.74216,                0.38263,                0.80513,                0.98855,                0.46058,                0.79973,              0.0011395,              0.0011395,              0.0011395
                    182,                0.75506,                0.39908,                 0.8033,                 1.0465,                0.47979,                0.79978,                0.89132,                0.82992,                0.89671,                0.66432,                0.74188,                0.38237,                 0.8051,                 0.9884,                 0.4595,                0.79969,                0.00109,                0.00109,                0.00109
                    183,                0.75656,                0.39995,                0.80388,                 1.0428,                0.48262,                 0.8011,                0.89019,                0.83189,                0.89719,                0.66494,                0.74166,                0.38217,                0.80506,                0.98795,                0.45918,                0.79964,              0.0010405,              0.0010405,              0.0010405
                    184,                0.75603,                0.39811,                0.80373,                 1.0428,                0.48495,                0.79809,                0.88857,                0.83245,                 0.8973,                0.66519,                 0.7414,                0.38196,                0.80501,                0.98749,                0.45916,                0.79959,               0.000991,               0.000991,               0.000991
                    185,                0.76664,                0.40301,                0.80475,                 1.0558,                0.49092,                0.80146,                0.88938,                0.83215,                0.89743,                0.66543,                0.74117,                0.38172,                0.80497,                0.98724,                0.45856,                0.79959,              0.0009415,              0.0009415,              0.0009415
                    186,                0.75057,                0.39703,                0.80379,                 1.0405,                0.48631,                 0.7979,                0.88861,                0.83301,                0.89745,                0.66555,                0.74088,                0.38146,                0.80492,                0.98678,                0.45862,                0.79954,               0.000892,               0.000892,               0.000892
                    187,                0.75142,                0.39228,                0.80553,                 1.0373,                 0.4798,                0.80137,                0.88416,                0.83567,                0.89738,                0.66568,                 0.7406,                0.38124,                0.80487,                0.98636,                0.45873,                0.79949,              0.0008425,              0.0008425,              0.0008425
                    188,                0.75107,                0.39008,                0.80505,                 1.0282,                0.47282,                0.80151,                0.88345,                0.83577,                0.89712,                 0.6656,                0.74034,                0.38099,                0.80482,                0.98599,                0.45887,                0.79946,               0.000793,               0.000793,               0.000793
                    189,                0.74225,                0.38802,                0.80518,                 1.0306,                0.47294,                0.80145,                 0.8826,                 0.8356,                0.89699,                0.66548,                0.74003,                0.38081,                0.80476,                0.98548,                0.45956,                0.79941,              0.0007435,              0.0007435,              0.0007435
                    190,                0.74086,                0.38933,                0.80378,                 1.0287,                0.47282,                0.80065,                0.88411,                 0.8355,                0.89711,                0.66578,                0.73978,                0.38063,                 0.8047,                0.98532,                 0.4586,                0.79938,               0.000694,               0.000694,               0.000694
                    191,                0.72317,                0.36637,                0.80311,                0.98766,                0.43349,                0.79965,                0.88392,                0.83555,                0.89713,                0.66577,                0.73955,                0.38047,                0.80464,                0.98506,                0.45804,                0.79935,              0.0006445,              0.0006445,              0.0006445
                    192,                0.71791,                0.36489,                0.79976,                0.97373,                0.42346,                0.79596,                0.88444,                0.83575,                0.89728,                0.66582,                0.73924,                0.38033,                 0.8046,                0.98471,                 0.4579,                0.79928,               0.000595,               0.000595,               0.000595
                    193,                0.71093,                0.36628,                 0.8012,                0.97582,                0.43221,                 0.7966,                0.88287,                0.83585,                0.89728,                0.66569,                0.73906,                 0.3802,                0.80456,                0.98441,                0.45809,                0.79924,              0.0005455,              0.0005455,              0.0005455
                    194,                0.71081,                0.36092,                0.79903,                0.98183,                0.42806,                0.79588,                0.88366,                0.83621,                0.89736,                0.66591,                0.73882,                0.38007,                0.80451,                0.98408,                0.45836,                0.79919,               0.000496,               0.000496,               0.000496
                    195,                0.70459,                 0.3597,                0.80148,                0.97115,                0.43028,                0.79834,                0.88211,                  0.837,                0.89745,                0.66605,                0.73862,                0.37998,                0.80447,                 0.9835,                0.45896,                0.79911,              0.0004465,              0.0004465,              0.0004465
                    196,                0.70459,                0.35475,                0.80082,                0.97275,                0.42224,                0.79692,                0.88481,                0.83621,                0.89748,                0.66605,                 0.7384,                0.37987,                0.80443,                0.98346,                0.45849,                0.79912,               0.000397,               0.000397,               0.000397
                    197,                0.70593,                0.35954,                0.80057,                0.97234,                0.42484,                0.79755,                0.88409,                0.83561,                0.89762,                0.66642,                0.73819,                0.37972,                0.80439,                0.98324,                0.45803,                0.79907,              0.0003475,              0.0003475,              0.0003475
                    198,                0.69947,                0.35334,                0.79858,                0.96801,                0.42046,                0.79658,                0.88544,                0.83574,                0.89766,                0.66671,                0.73798,                0.37957,                0.80435,                0.98297,                0.45724,                0.79904,               0.000298,               0.000298,               0.000298
                    199,                0.69374,                0.35038,                0.79907,                0.95769,                0.41499,                0.79703,                0.88616,                0.83474,                 0.8977,                0.66712,                0.73778,                0.37944,                0.80433,                0.98263,                 0.4568,                0.79899,              0.0002485,              0.0002485,              0.0002485
                    200,                0.69354,                0.34898,                0.80152,                0.96061,                0.41486,                 0.7976,                 0.8871,                0.83426,                0.89768,                0.66708,                0.73759,                0.37927,                0.80431,                0.98235,                0.45648,                0.79895,               0.000199,               0.000199,               0.000199
